Date,State,Coal_Price_Index,Gas_Price_Index,Carbon_Price,Spot_Price
2020-01-09 0:00:00,Karnataka,99.58,134.91,845.56,4151.58
2020-01-09 0:00:00,Rajasthan,100.78,137.64,815.62,4023.61
2020-01-10 0:00:00,Maharashtra,102.41,135.75,786.87,4560.06
2020-01-10 0:00:00,Gujarat,101.24,133.85,794.32,3594.66
2020-01-10 0:00:00,Tamil Nadu,99.8,135.29,844.29,3904.47
2020-01-10 0:00:00,Karnataka,101.01,134.8,802.78,4389.98
2020-01-10 0:00:00,Rajasthan,98.85,134.37,805.89,4149.41
2020-01-11 0:00:00,Maharashtra,100.27,132.85,806.97,3802.59
2020-01-11 0:00:00,Gujarat,100.89,133.28,774.45,3705.24
2020-01-11 0:00:00,Tamil Nadu,101.25,133.58,845.61,4353.7
2020-01-11 0:00:00,Karnataka,101.81,134.96,768.14,4410.95
2020-01-11 0:00:00,Rajasthan,99.73,136.2,792.85,3921.05
2020-01-12 0:00:00,Maharashtra,99.85,132.83,764.01,4417.13
2020-01-12 0:00:00,Gujarat,100.14,137.44,795.59,3535.67
2020-01-12 0:00:00,Tamil Nadu,98.9,131.98,824.06,4370.78
2020-01-12 0:00:00,Karnataka,98.63,134.69,761.03,3603.83
2020-01-12 0:00:00,Rajasthan,101.77,134.43,818.22,3830
2020-01-13 0:00:00,Maharashtra,100.79,132.99,792.41,3969.02
2020-01-13 0:00:00,Gujarat,99.02,136.49,836.29,3624.37
2020-01-13 0:00:00,Tamil Nadu,99.32,136.35,782.24,3576.09
2020-01-13 0:00:00,Karnataka,98.84,135.2,766.99,3775.52
2020-01-13 0:00:00,Rajasthan,100.61,135.23,820.42,3736.91
2020-01-14 0:00:00,Maharashtra,100.84,136.42,847.49,4427.34
2020-01-14 0:00:00,Gujarat,99.18,132.72,819.49,3850.28
2020-01-14 0:00:00,Tamil Nadu,102.17,135.49,808.81,3657.64
2020-01-14 0:00:00,Karnataka,100.42,135.44,799.91,3716.9
2020-01-14 0:00:00,Rajasthan,99.94,137.69,816.39,3720.93
2020-01-15 0:00:00,Maharashtra,100.92,132.68,825.36,4396.18
2020-01-15 0:00:00,Gujarat,99.52,136.57,838.11,3652.27
2020-01-15 0:00:00,Tamil Nadu,99.66,136.83,832.56,3652.09
2020-01-15 0:00:00,Karnataka,99.05,132.91,838.98,3885.68
2020-01-15 0:00:00,Rajasthan,100.43,134.74,769.08,3723.22
2020-01-16 0:00:00,Maharashtra,100.01,133.25,826.76,4156.3
2020-01-16 0:00:00,Gujarat,99.74,135.18,771.85,3849.57
2020-01-16 0:00:00,Tamil Nadu,101.2,135.49,819.65,4365.72
2020-01-16 0:00:00,Karnataka,101.35,136.13,757.03,4567.39
2020-01-16 0:00:00,Rajasthan,100.42,132.1,848.07,4067.55
2020-01-17 0:00:00,Maharashtra,100.08,134.98,825.01,4189.44
2020-01-17 0:00:00,Gujarat,100.1,137.41,804.64,3858.26
2020-01-17 0:00:00,Tamil Nadu,100.19,136.44,801.11,3737.21
2020-01-17 0:00:00,Karnataka,102.37,134.95,759.37,3509.29
2020-01-17 0:00:00,Rajasthan,102.71,133.16,757.07,3917.07
2020-01-18 0:00:00,Maharashtra,101.67,136.03,788.59,4080.28
2020-01-18 0:00:00,Gujarat,102.79,133.22,830.17,4395.98
2020-01-18 0:00:00,Tamil Nadu,100.36,132.77,798.88,3529.23
2020-01-18 0:00:00,Karnataka,102.7,137.81,833.58,3431.97
2020-01-18 0:00:00,Rajasthan,101.41,133.08,780.37,3434.03
2020-01-19 0:00:00,Maharashtra,100.3,133.52,797.61,4301.45
2020-01-19 0:00:00,Gujarat,99.41,137.42,847.03,4324.09
2020-01-19 0:00:00,Tamil Nadu,101.81,137.11,803.98,3889.41
2020-01-19 0:00:00,Karnataka,102.3,134.61,838.99,3911.18
2020-01-19 0:00:00,Rajasthan,101.76,132.13,844.87,3618.2
2020-01-20 0:00:00,Maharashtra,101.59,133.78,759.54,4303.66
2020-01-20 0:00:00,Gujarat,101.71,132.65,831.23,3644.03
2020-01-20 0:00:00,Tamil Nadu,100.77,134.94,772.52,4407.92
2020-01-20 0:00:00,Karnataka,100.24,131.94,793.55,3958.84
2020-01-20 0:00:00,Rajasthan,102.76,134.67,838.97,4437.75
2020-01-21 0:00:00,Maharashtra,102.54,132.69,783.44,3514.66
2020-01-21 0:00:00,Gujarat,100.53,135.63,821.44,4090.26
2020-01-21 0:00:00,Tamil Nadu,100.16,136.27,803.19,3685.41
2020-01-21 0:00:00,Karnataka,102.37,132.36,847.37,3433.43
2020-01-21 0:00:00,Rajasthan,101.67,134.01,781.22,4347.97
2020-01-22 0:00:00,Maharashtra,99.36,136.42,827.43,4286.98
2020-01-22 0:00:00,Gujarat,101.82,137.46,847.08,3842.04
2020-01-22 0:00:00,Tamil Nadu,100.43,133.78,776.35,3929.75
2020-01-22 0:00:00,Karnataka,103.1,133.03,778.01,4384.02
2020-01-22 0:00:00,Rajasthan,100.5,132.18,839.37,4197.26
2020-01-23 0:00:00,Maharashtra,102.26,137.19,837.49,4389.29
2020-01-23 0:00:00,Gujarat,101.8,134.54,778.46,4136.3
2020-01-23 0:00:00,Tamil Nadu,101.86,134.77,799.33,3702.17
2020-01-23 0:00:00,Karnataka,101.08,137.17,814.58,3971.2
2020-01-23 0:00:00,Rajasthan,99.5,135.6,814.39,4303.81
2020-01-24 0:00:00,Maharashtra,101.85,134.92,807.32,4324.12
2020-01-24 0:00:00,Gujarat,99.69,133.76,755.01,3583.19
2020-01-24 0:00:00,Tamil Nadu,101.03,132.2,830.82,4242.6
2020-01-24 0:00:00,Karnataka,101.12,135.65,771.37,4574.65
2020-01-24 0:00:00,Rajasthan,101.4,133.53,832.54,3641.93
2020-01-25 0:00:00,Maharashtra,103.17,137.25,759.72,4088.22
2020-01-25 0:00:00,Gujarat,102.64,133.41,837.21,3827.77
2020-01-25 0:00:00,Tamil Nadu,99.57,132.75,752.06,4037.59
2020-01-25 0:00:00,Karnataka,100.12,136.84,807.97,4370.53
2020-01-25 0:00:00,Rajasthan,99.36,137.75,834.55,4443.16
2020-01-26 0:00:00,Maharashtra,103.04,134.01,831.04,4433.73
2020-01-26 0:00:00,Gujarat,102.8,137.71,837.44,4017.65
2020-01-26 0:00:00,Tamil Nadu,99.47,134.57,768.88,3856.21
2020-01-26 0:00:00,Karnataka,102.09,133.52,829.5,4064.79
2020-01-26 0:00:00,Rajasthan,102.37,137.66,793.39,3747.57
2020-01-27 0:00:00,Maharashtra,103.28,135.27,806.11,4158.5
2020-01-27 0:00:00,Gujarat,101.48,135.41,758.3,3821.52
2020-01-27 0:00:00,Tamil Nadu,102.98,134.32,837.25,3462.5
2020-01-27 0:00:00,Karnataka,101.27,135.33,843.56,3493.54
2020-01-27 0:00:00,Rajasthan,100.18,136.11,787.68,4580.23
2020-01-28 0:00:00,Maharashtra,100.36,137.3,835.54,3502.6
2020-01-28 0:00:00,Gujarat,100.35,137.61,816.06,4013.55
2020-01-28 0:00:00,Tamil Nadu,101.42,136.95,786.52,4410.99
2020-01-28 0:00:00,Karnataka,102.82,135.64,802.06,4587.99
2020-01-28 0:00:00,Rajasthan,100.7,133.87,774.06,3409.41
2020-01-29 0:00:00,Maharashtra,102.78,136.53,781.5,3461.03
2020-01-29 0:00:00,Gujarat,100.56,134.31,772.83,4180.15
2020-01-29 0:00:00,Tamil Nadu,100.87,136.61,786.95,3405.97
2020-01-29 0:00:00,Karnataka,101.82,134.16,767.2,3871.7
2020-01-29 0:00:00,Rajasthan,103.34,137.78,789.52,3482.95
2020-01-30 0:00:00,Maharashtra,101.91,132.83,827.74,4307.36
2020-01-30 0:00:00,Gujarat,102.23,132.96,812.64,4371.17
2020-01-30 0:00:00,Tamil Nadu,101.61,131.91,824.21,3661.62
2020-01-30 0:00:00,Karnataka,101.73,133.12,813.44,3970.37
2020-01-30 0:00:00,Rajasthan,103.28,134.15,808.96,3914.74
2020-01-31 0:00:00,Maharashtra,99.89,134.16,759.83,4488.5
2020-01-31 0:00:00,Gujarat,100.39,132.67,768.96,4281.27
2020-01-31 0:00:00,Tamil Nadu,101.52,137.27,837.52,3501.76
2020-01-31 0:00:00,Karnataka,99.79,136.65,764.02,4542.37
2020-01-31 0:00:00,Rajasthan,101.31,133.34,841.46,4002.14
2020-02-01 0:00:00,Maharashtra,101.95,131.93,831.65,3516.92
2020-02-01 0:00:00,Gujarat,101.02,132.79,828.04,4353.47
2020-02-01 0:00:00,Tamil Nadu,100.3,132.06,801.53,3697.51
2020-02-01 0:00:00,Karnataka,101.69,137.54,816.7,3955.1
2020-02-01 0:00:00,Rajasthan,99.78,135.54,845.01,4098.05
2020-02-02 0:00:00,Maharashtra,100.2,136.91,809.21,3859.71
2020-02-02 0:00:00,Gujarat,101.91,134.05,844.6,4252.82
2020-02-02 0:00:00,Tamil Nadu,100.28,137.56,822.96,3409.8
2020-02-02 0:00:00,Karnataka,101.48,134.36,753.79,3452.28
2020-02-02 0:00:00,Rajasthan,100.14,133.72,845.01,4421.5
2020-02-03 0:00:00,Maharashtra,101.37,137,786.98,3490.2
2020-02-03 0:00:00,Gujarat,101.95,136.31,816.64,4302.59
2020-02-03 0:00:00,Tamil Nadu,103.17,133.03,795.38,4435.39
2020-02-03 0:00:00,Karnataka,102.01,135.27,837.3,3559.69
2020-02-03 0:00:00,Rajasthan,99.92,133.83,813.23,4520.28
2020-02-04 0:00:00,Maharashtra,103.53,137.37,820.57,3883.7
2020-02-04 0:00:00,Gujarat,102.48,135.93,770.69,3435.52
2020-02-04 0:00:00,Tamil Nadu,103.53,132.44,786.06,3527.59
2020-02-04 0:00:00,Karnataka,103.51,133.33,839.81,4174.19
2020-02-04 0:00:00,Rajasthan,100.72,136.19,805.85,4230.9
2020-02-05 0:00:00,Maharashtra,101.96,136.94,761.88,3698.01
2020-02-05 0:00:00,Gujarat,101.78,133.85,805.68,4200.62
2020-02-05 0:00:00,Tamil Nadu,102.07,135.79,767.37,4463.9
2020-02-05 0:00:00,Karnataka,102.22,132.71,814.85,3580.93
2020-02-05 0:00:00,Rajasthan,103.27,132.54,837.78,3851.72
2020-02-06 0:00:00,Maharashtra,102.67,134.32,785.16,3458
2020-02-06 0:00:00,Gujarat,100.13,132.74,821.97,4062.84
2020-02-06 0:00:00,Tamil Nadu,103.24,134.54,798.68,4586.92
2020-02-06 0:00:00,Karnataka,101.62,132.67,834.72,3420.87
2020-02-06 0:00:00,Rajasthan,102,133.5,765.18,3781.86
2020-02-07 0:00:00,Maharashtra,101.08,133.82,794.69,3636.67
2020-02-07 0:00:00,Gujarat,102.24,133.25,761.99,3745.13
2020-02-07 0:00:00,Tamil Nadu,103.79,132.17,776.24,4586.17
2020-02-07 0:00:00,Karnataka,100.38,137.63,826.82,4011.56
2020-02-07 0:00:00,Rajasthan,103.35,131.95,772.95,3938.4
2020-02-08 0:00:00,Maharashtra,103.15,132.57,774.14,3967.41
2020-02-08 0:00:00,Gujarat,103.77,133.95,784.43,4247.79
2020-02-08 0:00:00,Tamil Nadu,103.88,134.68,779.61,3874.77
2020-02-08 0:00:00,Karnataka,103.64,131.94,828.38,4144.97
2020-02-08 0:00:00,Rajasthan,103.63,131.99,783.4,3553.84
2020-02-09 0:00:00,Maharashtra,102.46,136.95,772.98,3895.81
2020-02-09 0:00:00,Gujarat,101.75,137.07,834.7,4556.68
2020-02-09 0:00:00,Tamil Nadu,102.04,136.44,774.38,3562.31
2020-02-09 0:00:00,Karnataka,102.22,134.89,779.13,4088.75
2020-02-09 0:00:00,Rajasthan,102.6,137.33,837.16,3592.77
2020-02-10 0:00:00,Maharashtra,102.6,133.91,811.81,4314.54
2020-02-10 0:00:00,Gujarat,103.15,136.68,774.07,4110.36
2020-02-10 0:00:00,Tamil Nadu,102.5,134.55,808.6,3454.03
2020-02-10 0:00:00,Karnataka,102.15,131.88,791.49,3996.98
2020-02-10 0:00:00,Rajasthan,102.9,132.73,769.34,4525.23
2020-02-11 0:00:00,Maharashtra,102.73,135.5,788.8,3641.45
2020-02-11 0:00:00,Gujarat,103.38,136.25,835.12,4183.42
2020-02-11 0:00:00,Tamil Nadu,103.3,136.24,776.72,4294.39
2020-02-11 0:00:00,Karnataka,103.33,137.57,780.59,3635.72
2020-02-11 0:00:00,Rajasthan,102.89,132.8,797.48,4497.84
2020-02-12 0:00:00,Maharashtra,101.7,137.32,777.41,4457.07
2020-02-12 0:00:00,Gujarat,101.15,132.68,830.98,3449.12
2020-02-12 0:00:00,Tamil Nadu,103.97,132.28,767.46,3546.02
2020-02-12 0:00:00,Karnataka,103.29,132.47,838.08,3935.9
2020-02-12 0:00:00,Rajasthan,101.32,137.08,843.41,3670.46
2020-02-13 0:00:00,Maharashtra,102.26,134.11,774.59,3757.84
2020-02-13 0:00:00,Gujarat,103,133.22,757.99,4388.52
2020-02-13 0:00:00,Tamil Nadu,103.63,136.86,751.53,3848.87
2020-02-13 0:00:00,Karnataka,104.2,132.12,838.55,4415.18
2020-02-13 0:00:00,Rajasthan,103.67,132.96,835.79,3770.72
2020-02-14 0:00:00,Maharashtra,103.87,135.89,785.61,3976.27
2020-02-14 0:00:00,Gujarat,103.47,132.55,754.6,4015.96
2020-02-14 0:00:00,Tamil Nadu,103.14,133.77,831.99,3511.71
2020-02-14 0:00:00,Karnataka,102.72,133.65,847.78,3453.4
2020-02-14 0:00:00,Rajasthan,102.82,134.17,778.23,3469.58
2020-02-15 0:00:00,Maharashtra,101.39,132.02,848.95,3891.15
2020-02-15 0:00:00,Gujarat,102.23,134.73,814.37,4048
2020-02-15 0:00:00,Tamil Nadu,103.57,135.37,763.97,3730.39
2020-02-15 0:00:00,Karnataka,101.65,132.2,849.12,3633.9
2020-02-15 0:00:00,Rajasthan,103.43,135.88,847.71,4543.77
2020-02-16 0:00:00,Maharashtra,104.05,134.12,829,4499.32
2020-02-16 0:00:00,Gujarat,101.09,135.78,769.52,3991.98
2020-02-16 0:00:00,Tamil Nadu,101.64,133.57,750.01,4597.72
2020-02-16 0:00:00,Karnataka,101.4,132.52,844.92,3813.17
2020-02-16 0:00:00,Rajasthan,101.07,137.25,836.95,4221.81
2020-02-17 0:00:00,Maharashtra,104.04,136.45,814.73,3837.26
2020-02-17 0:00:00,Gujarat,104.09,134.41,769.35,4038.53
2020-02-17 0:00:00,Tamil Nadu,102.54,135.18,840.47,3863.21
2020-02-17 0:00:00,Karnataka,101.38,135.77,836.87,3666.05
2020-02-17 0:00:00,Rajasthan,102.71,136.78,830.47,4033.6
2020-02-18 0:00:00,Maharashtra,100.99,131.83,767.12,3929.13
2020-02-18 0:00:00,Gujarat,103.66,136.8,837.74,3725.3
2020-02-18 0:00:00,Tamil Nadu,101.06,132.19,828.06,3766.13
2020-02-18 0:00:00,Karnataka,102.17,134.49,752.92,4429.02
2020-02-18 0:00:00,Rajasthan,103.84,133.21,771.36,4181.51
2020-02-19 0:00:00,Maharashtra,103.61,135.53,833.39,3713.53
2020-02-19 0:00:00,Gujarat,101.64,134.62,808.64,4212.37
2020-02-19 0:00:00,Tamil Nadu,101.25,137.04,754.06,3928.64
2020-02-19 0:00:00,Karnataka,101.12,133.84,833.22,3430.11
2020-02-19 0:00:00,Rajasthan,103.32,132.48,817.11,4528.09
2020-02-20 0:00:00,Maharashtra,102.38,134.26,756.5,4433.08
2020-02-20 0:00:00,Gujarat,104.22,132.71,822.23,4487.89
2020-02-20 0:00:00,Tamil Nadu,101.22,131.71,786.7,4276.87
2020-02-20 0:00:00,Karnataka,102.34,137.42,765.06,4303.12
2020-02-20 0:00:00,Rajasthan,100.95,134.56,799.38,3919.72
2020-02-21 0:00:00,Maharashtra,101.36,136.63,793.74,4039.03
2020-02-21 0:00:00,Gujarat,101.05,132.05,843.32,3681.57
2020-02-21 0:00:00,Tamil Nadu,104.71,137.45,754.89,3984.83
2020-02-21 0:00:00,Karnataka,104.63,137.38,792.54,3677.83
2020-02-21 0:00:00,Rajasthan,102.33,137.39,829.06,4109.3
2020-02-22 0:00:00,Maharashtra,104.07,133.33,762.65,3948.09
2020-02-22 0:00:00,Gujarat,101.18,135.3,815.47,4460.69
2020-02-22 0:00:00,Tamil Nadu,102.54,134.89,786.5,3444.61
2020-02-22 0:00:00,Karnataka,103.47,135.72,780.43,3517.17
2020-02-22 0:00:00,Rajasthan,102.8,135.57,781.64,4283.45
2020-02-23 0:00:00,Maharashtra,101.34,134.91,820.26,3794.48
2020-02-23 0:00:00,Gujarat,103.76,133.69,837.39,3417.38
2020-02-23 0:00:00,Tamil Nadu,101.04,133.19,778.84,4401.39
2020-02-23 0:00:00,Karnataka,101.78,132.58,841.92,4036.77
2020-02-23 0:00:00,Rajasthan,101.62,135.92,828.8,3535.66
2020-02-24 0:00:00,Maharashtra,101.86,133.67,766.96,4069.26
2020-02-24 0:00:00,Gujarat,104.85,133.62,824.66,4521.56
2020-02-24 0:00:00,Tamil Nadu,104.11,131.99,772.04,4436.74
2020-02-24 0:00:00,Karnataka,103.98,134.63,834.98,4134.73
2020-02-24 0:00:00,Rajasthan,104.21,135.24,752.51,3946.66
2020-02-25 0:00:00,Maharashtra,104.45,136.74,755.42,4349.46
2020-02-25 0:00:00,Gujarat,104.22,135.35,804.58,4512.05
2020-02-25 0:00:00,Tamil Nadu,102.17,134.52,836.23,3432.28
2020-02-25 0:00:00,Karnataka,102.3,134.08,841.69,3521.07
2020-02-25 0:00:00,Rajasthan,103.16,131.78,779.54,3596.59
2020-02-26 0:00:00,Maharashtra,103.42,136.29,804.79,4472.48
2020-02-26 0:00:00,Gujarat,102.15,131.65,843.68,4558.42
2020-02-26 0:00:00,Tamil Nadu,101.76,134.65,783.88,4159.04
2020-02-26 0:00:00,Karnataka,104.37,135.69,844.92,3653.31
2020-02-26 0:00:00,Rajasthan,103.97,133.02,797.08,4486.32
2020-02-27 0:00:00,Maharashtra,101.38,137.19,815.49,4261.26
2020-02-27 0:00:00,Gujarat,104.08,134.03,819.08,4472.87
2020-02-27 0:00:00,Tamil Nadu,102.65,136.97,840.41,3799.76
2020-02-27 0:00:00,Karnataka,101.93,135.51,849.63,3936.76
2020-02-27 0:00:00,Rajasthan,105.01,134.59,753.87,4341.46
2020-02-28 0:00:00,Maharashtra,103.22,132.01,800.4,4209.52
2020-02-28 0:00:00,Gujarat,101.71,133.48,825.69,3877.16
2020-02-28 0:00:00,Tamil Nadu,102.5,132.85,824.43,4410.89
2020-02-28 0:00:00,Karnataka,101.29,132.53,812.8,4132.78
2020-02-28 0:00:00,Rajasthan,104.74,131.61,789.65,4457.01
2020-02-29 0:00:00,Maharashtra,104.02,135.56,766.23,4431.75
2020-02-29 0:00:00,Gujarat,101.66,133.98,773.47,3980.36
2020-02-29 0:00:00,Tamil Nadu,104.46,132.43,794.71,4592.76
2020-02-29 0:00:00,Karnataka,103.39,134.24,837.29,4311.49
2020-02-29 0:00:00,Rajasthan,104.66,131.67,765.53,3858.03
2020-03-01 0:00:00,Maharashtra,104.98,134.24,835.76,4595.89
2020-03-01 0:00:00,Gujarat,104.47,131.35,836.09,4377.46
2020-03-01 0:00:00,Tamil Nadu,101.66,134.52,837.3,3466.38
2020-03-01 0:00:00,Karnataka,101.92,133.33,808.46,4438.83
2020-03-01 0:00:00,Rajasthan,103.55,133.72,772.96,3695.62
2020-03-02 0:00:00,Maharashtra,101.46,132.43,844.58,4039.85
2020-03-02 0:00:00,Gujarat,101.8,135.04,767.54,3755.82
2020-03-02 0:00:00,Tamil Nadu,101.34,134.94,848.78,4347.06
2020-03-02 0:00:00,Karnataka,104.88,132.18,833.55,4226.26
2020-03-02 0:00:00,Rajasthan,102.4,137.22,762.18,3722.17
2020-03-03 0:00:00,Maharashtra,103.99,132.38,765.9,4564.96
2020-03-03 0:00:00,Gujarat,101.71,131.59,797.26,4031.97
2020-03-03 0:00:00,Tamil Nadu,103.51,136.58,763.2,3834.44
2020-03-03 0:00:00,Karnataka,102.46,134.39,763.52,3598.88
2020-03-03 0:00:00,Rajasthan,103.1,136.69,789.37,3766.99
2020-03-04 0:00:00,Maharashtra,104.22,133.78,756.43,4278.41
2020-03-04 0:00:00,Gujarat,104.77,132.79,823.07,4075.23
2020-03-04 0:00:00,Tamil Nadu,101.8,137.03,790.03,4245.91
2020-03-04 0:00:00,Karnataka,104.27,135.94,778.04,3585.36
2020-03-04 0:00:00,Rajasthan,103.98,132.67,798.8,4568.79
2020-03-05 0:00:00,Maharashtra,104.05,134.63,766.83,4464.9
2020-03-05 0:00:00,Gujarat,104.78,134.59,785.43,4029.62
2020-03-05 0:00:00,Tamil Nadu,104.45,136.14,765.72,4347.82
2020-03-05 0:00:00,Karnataka,102.69,135.62,764.99,4051.31
2020-03-05 0:00:00,Rajasthan,103.03,135.09,783.44,3821.53
2020-03-06 0:00:00,Maharashtra,105.09,131.93,811.7,3580.31
2020-03-06 0:00:00,Gujarat,102.89,134.05,806.72,3535.68
2020-03-06 0:00:00,Tamil Nadu,102.78,134.85,849.92,4576.24
2020-03-06 0:00:00,Karnataka,101.81,135.76,789.89,4165.54
2020-03-06 0:00:00,Rajasthan,101.96,134,782.39,3491.28
2020-03-07 0:00:00,Maharashtra,104.62,131.97,799.67,3656.55
2020-03-07 0:00:00,Gujarat,105.46,133.99,833.9,3562.17
2020-03-07 0:00:00,Tamil Nadu,104.79,133.86,754.58,3936.57
2020-03-07 0:00:00,Karnataka,102.09,134.17,817.2,4132.52
2020-03-07 0:00:00,Rajasthan,101.91,131.86,809.73,3641.17
2020-03-08 0:00:00,Maharashtra,102.32,132.61,783.09,4049.86
2020-03-08 0:00:00,Gujarat,101.75,134.68,802.21,3835.43
2020-03-08 0:00:00,Tamil Nadu,101.73,134.21,799.15,3754.58
2020-03-08 0:00:00,Karnataka,102.2,135.62,839.54,4128.59
2020-03-08 0:00:00,Rajasthan,103.92,135.81,762,4086.92
2020-03-09 0:00:00,Maharashtra,102.59,133.17,847.79,3559.35
2020-03-09 0:00:00,Gujarat,101.91,133.6,756.26,3832.25
2020-03-09 0:00:00,Tamil Nadu,102.18,133.27,780.96,3893.86
2020-03-09 0:00:00,Karnataka,102.11,133.02,754.94,3983.86
2020-03-09 0:00:00,Rajasthan,102.68,131.7,827.15,4011.02
2020-03-10 0:00:00,Maharashtra,104.69,136.56,780.77,3847.06
2020-03-10 0:00:00,Gujarat,103.75,133.68,833.04,4451.96
2020-03-10 0:00:00,Tamil Nadu,101.81,135.83,849.03,4511.31
2020-03-10 0:00:00,Karnataka,103.41,136.59,780.72,4466.19
2020-03-10 0:00:00,Rajasthan,102.43,134.52,844.29,3768.87
2020-03-11 0:00:00,Maharashtra,104.86,132.55,795.64,4041.43
2020-03-11 0:00:00,Gujarat,103.71,134.21,776.27,4170.4
2020-03-11 0:00:00,Tamil Nadu,104.26,132.16,799.78,3890.29
2020-03-11 0:00:00,Karnataka,104.95,133.72,840.71,3930.37
2020-03-11 0:00:00,Rajasthan,102,133.11,803.46,4448.79
2020-03-12 0:00:00,Maharashtra,103.39,131.21,822.4,4490.47
2020-03-12 0:00:00,Gujarat,102.42,132.7,821.17,3615.3
2020-03-12 0:00:00,Tamil Nadu,103.56,132.4,814.18,4256.52
2020-03-12 0:00:00,Karnataka,104.71,133.78,799.39,3442.05
2020-03-12 0:00:00,Rajasthan,103.41,134.31,783.81,3858.24
2020-03-13 0:00:00,Maharashtra,104.35,131.94,790.89,3775.44
2020-03-13 0:00:00,Gujarat,102.3,136.82,847.09,4125.12
2020-03-13 0:00:00,Tamil Nadu,105.11,131.45,766.01,3976
2020-03-13 0:00:00,Karnataka,102.01,134.42,835.72,4067.99
2020-03-13 0:00:00,Rajasthan,105.49,133.01,750.79,3840.39
2020-03-14 0:00:00,Maharashtra,104.16,133.43,779.27,3525.91
2020-03-14 0:00:00,Gujarat,104.06,132.46,823.32,3419.45
2020-03-14 0:00:00,Tamil Nadu,103,132.74,772.67,4049.27
2020-03-14 0:00:00,Karnataka,102.37,131.87,794.77,3914.7
2020-03-14 0:00:00,Rajasthan,103.39,136.33,827.8,3811.7
2020-03-15 0:00:00,Maharashtra,105.73,133.61,763.83,3412.66
2020-03-15 0:00:00,Gujarat,104.05,136.77,812.92,4513.34
2020-03-15 0:00:00,Tamil Nadu,105.9,133.55,826.9,3577.27
2020-03-15 0:00:00,Karnataka,103.86,136.33,781.04,4265.01
2020-03-15 0:00:00,Rajasthan,104.56,133.9,815.38,3875.78
2020-03-16 0:00:00,Maharashtra,102.4,132.61,791.45,4503.43
