Date,Plant_ID,State,Generation_MWh
2020-01-05 0:00:00,P5,Gujarat,42704.24
2020-01-05 0:00:00,P6,Gujarat,15445.52
2020-01-05 0:00:00,P7,Gujarat,19642.28
2020-01-05 0:00:00,P8,Gujarat,12601.66
2020-01-05 0:00:00,P9,Tamil Nadu,34906.31
2020-01-05 0:00:00,P10,Tamil Nadu,15846.52
2020-01-05 0:00:00,P11,Tamil Nadu,20301.61
2020-01-05 0:00:00,P12,Tamil Nadu,13884.42
2020-01-05 0:00:00,P13,Karnataka,42075.61
2020-01-05 0:00:00,P14,Karnataka,18825.46
2020-01-05 0:00:00,P15,Karnataka,19433.77
2020-01-05 0:00:00,P16,Karnataka,12260.46
2020-01-05 0:00:00,P17,Rajasthan,40994.58
2020-01-05 0:00:00,P18,Rajasthan,21260.23
2020-01-05 0:00:00,P19,Rajasthan,20059.12
2020-01-05 0:00:00,P20,Rajasthan,13085.21
2020-01-06 0:00:00,P1,Maharashtra,33047.87
2020-01-06 0:00:00,P2,Maharashtra,15265.2
2020-01-06 0:00:00,P3,Maharashtra,20776.79
2020-01-06 0:00:00,P4,Maharashtra,13144.38
2020-01-06 0:00:00,P5,Gujarat,36677.81
2020-01-06 0:00:00,P6,Gujarat,19168.11
2020-01-06 0:00:00,P7,Gujarat,18678.1
2020-01-06 0:00:00,P8,Gujarat,12815.02
2020-01-06 0:00:00,P9,Tamil Nadu,36889.08
2020-01-06 0:00:00,P10,Tamil Nadu,17170.96
2020-01-06 0:00:00,P11,Tamil Nadu,21039.39
2020-01-06 0:00:00,P12,Tamil Nadu,12248.31
2020-01-06 0:00:00,P13,Karnataka,35721.36
2020-01-06 0:00:00,P14,Karnataka,20259.01
2020-01-06 0:00:00,P15,Karnataka,19924.22
2020-01-06 0:00:00,P16,Karnataka,14201.09
2020-01-06 0:00:00,P17,Rajasthan,29839.41
2020-01-06 0:00:00,P18,Rajasthan,18765.23
2020-01-06 0:00:00,P19,Rajasthan,20919.09
2020-01-06 0:00:00,P20,Rajasthan,12425.74
2020-01-07 0:00:00,P1,Maharashtra,41723.85
2020-01-07 0:00:00,P2,Maharashtra,16186.62
2020-01-07 0:00:00,P3,Maharashtra,21069.99
2020-01-07 0:00:00,P4,Maharashtra,11776.54
2020-01-07 0:00:00,P5,Gujarat,29253.44
2020-01-07 0:00:00,P6,Gujarat,16361.23
2020-01-07 0:00:00,P7,Gujarat,21448.35
2020-01-07 0:00:00,P8,Gujarat,13243.1
2020-01-07 0:00:00,P9,Tamil Nadu,32935.35
2020-01-07 0:00:00,P10,Tamil Nadu,15982.38
2020-01-07 0:00:00,P11,Tamil Nadu,20639.27
2020-01-07 0:00:00,P12,Tamil Nadu,13847.42
2020-01-07 0:00:00,P13,Karnataka,39222.71
2020-01-07 0:00:00,P14,Karnataka,20831.89
2020-01-07 0:00:00,P15,Karnataka,20747.45
2020-01-07 0:00:00,P16,Karnataka,13509.74
2020-01-07 0:00:00,P17,Rajasthan,37543.73
2020-01-07 0:00:00,P18,Rajasthan,21244.27
2020-01-07 0:00:00,P19,Rajasthan,19049.41
2020-01-07 0:00:00,P20,Rajasthan,12809.58
2020-01-08 0:00:00,P1,Maharashtra,38670.61
2020-01-08 0:00:00,P2,Maharashtra,17055.36
2020-01-08 0:00:00,P3,Maharashtra,19532.89
2020-01-08 0:00:00,P4,Maharashtra,14081.76
2020-01-08 0:00:00,P5,Gujarat,31274.53
2020-01-08 0:00:00,P6,Gujarat,16044.3
2020-01-08 0:00:00,P7,Gujarat,20019.48
2020-01-08 0:00:00,P8,Gujarat,12745.49
2020-01-08 0:00:00,P9,Tamil Nadu,34589.46
2020-01-08 0:00:00,P10,Tamil Nadu,18034.27
2020-01-08 0:00:00,P11,Tamil Nadu,19095.51
2020-01-08 0:00:00,P12,Tamil Nadu,14327.96
2020-01-08 0:00:00,P13,Karnataka,31269.68
2020-01-08 0:00:00,P14,Karnataka,20329.07
2020-01-08 0:00:00,P15,Karnataka,18413.86
2020-01-08 0:00:00,P16,Karnataka,12929.82
2020-01-08 0:00:00,P17,Rajasthan,29550.7
2020-01-08 0:00:00,P18,Rajasthan,16224.09
2020-01-08 0:00:00,P19,Rajasthan,21559.03
2020-01-08 0:00:00,P20,Rajasthan,13448.88
2020-01-09 0:00:00,P1,Maharashtra,39316.16
2020-01-09 0:00:00,P2,Maharashtra,20371.17
2020-01-09 0:00:00,P3,Maharashtra,20047.69
2020-01-09 0:00:00,P4,Maharashtra,13897.81
2020-01-09 0:00:00,P5,Gujarat,41367.88
2020-01-09 0:00:00,P6,Gujarat,18876.75
2020-01-09 0:00:00,P7,Gujarat,19426.79
2020-01-09 0:00:00,P8,Gujarat,14099.9
2020-01-09 0:00:00,P9,Tamil Nadu,34462.18
2020-01-09 0:00:00,P10,Tamil Nadu,16770.13
2020-01-09 0:00:00,P11,Tamil Nadu,18768.51
2020-01-09 0:00:00,P12,Tamil Nadu,12920.02
2020-01-09 0:00:00,P13,Karnataka,37917.96
2020-01-09 0:00:00,P14,Karnataka,19387.71
2020-01-09 0:00:00,P15,Karnataka,19005.98
2020-01-09 0:00:00,P16,Karnataka,11555.95
2020-01-09 0:00:00,P17,Rajasthan,40905.73
2020-01-09 0:00:00,P18,Rajasthan,18532.46
2020-01-09 0:00:00,P19,Rajasthan,20199.28
2020-01-09 0:00:00,P20,Rajasthan,12951.34
2020-01-10 0:00:00,P1,Maharashtra,31295.11
2020-01-10 0:00:00,P2,Maharashtra,15171.69
2020-01-10 0:00:00,P3,Maharashtra,19773.69
2020-01-10 0:00:00,P4,Maharashtra,13370.42
2020-01-10 0:00:00,P5,Gujarat,29968.54
2020-01-10 0:00:00,P6,Gujarat,16529.07
2020-01-10 0:00:00,P7,Gujarat,19295.41
2020-01-10 0:00:00,P8,Gujarat,12948.9
2020-01-10 0:00:00,P9,Tamil Nadu,34540.58
2020-01-10 0:00:00,P10,Tamil Nadu,17634.13
2020-01-10 0:00:00,P11,Tamil Nadu,21337.59
2020-01-10 0:00:00,P12,Tamil Nadu,14178.92
2020-01-10 0:00:00,P13,Karnataka,43121.26
2020-01-10 0:00:00,P14,Karnataka,19152.55
2020-01-10 0:00:00,P15,Karnataka,21114.36
2020-01-10 0:00:00,P16,Karnataka,14281.67
2020-01-10 0:00:00,P17,Rajasthan,33177.1
2020-01-10 0:00:00,P18,Rajasthan,20289.32
2020-01-10 0:00:00,P19,Rajasthan,20530.71
2020-01-10 0:00:00,P20,Rajasthan,13078.42
2020-01-11 0:00:00,P1,Maharashtra,33673.12
2020-01-11 0:00:00,P2,Maharashtra,15878.21
2020-01-11 0:00:00,P3,Maharashtra,20009.11
2020-01-11 0:00:00,P4,Maharashtra,13492.02
2020-01-11 0:00:00,P5,Gujarat,36399.68
2020-01-11 0:00:00,P6,Gujarat,14615.25
2020-01-11 0:00:00,P7,Gujarat,20781.01
2020-01-11 0:00:00,P8,Gujarat,13644.11
2020-01-11 0:00:00,P9,Tamil Nadu,40350.95
2020-01-11 0:00:00,P10,Tamil Nadu,21109.19
2020-01-11 0:00:00,P11,Tamil Nadu,19994.88
2020-01-11 0:00:00,P12,Tamil Nadu,12646.58
2020-01-11 0:00:00,P13,Karnataka,40141.19
2020-01-11 0:00:00,P14,Karnataka,20908.97
2020-01-11 0:00:00,P15,Karnataka,20216.44
2020-01-11 0:00:00,P16,Karnataka,13948.24
2020-01-11 0:00:00,P17,Rajasthan,36269.66
2020-01-11 0:00:00,P18,Rajasthan,17536.69
2020-01-11 0:00:00,P19,Rajasthan,19400.93
2020-01-11 0:00:00,P20,Rajasthan,13964.57
2020-01-12 0:00:00,P1,Maharashtra,38990.29
2020-01-12 0:00:00,P2,Maharashtra,17165.03
2020-01-12 0:00:00,P3,Maharashtra,19574.52
2020-01-12 0:00:00,P4,Maharashtra,11771.89
2020-01-12 0:00:00,P5,Gujarat,38639.34
2020-01-12 0:00:00,P6,Gujarat,18520.47
2020-01-12 0:00:00,P7,Gujarat,21113.26
2020-01-12 0:00:00,P8,Gujarat,12157.55
2020-01-12 0:00:00,P9,Tamil Nadu,42969.32
2020-01-12 0:00:00,P10,Tamil Nadu,19502.03
2020-01-12 0:00:00,P11,Tamil Nadu,19606.73
2020-01-12 0:00:00,P12,Tamil Nadu,14200.85
2020-01-12 0:00:00,P13,Karnataka,39936.5
2020-01-12 0:00:00,P14,Karnataka,20834.76
2020-01-12 0:00:00,P15,Karnataka,20644.27
2020-01-12 0:00:00,P16,Karnataka,12936.34
2020-01-12 0:00:00,P17,Rajasthan,39814.3
2020-01-12 0:00:00,P18,Rajasthan,21208.29
2020-01-12 0:00:00,P19,Rajasthan,20078.07
2020-01-12 0:00:00,P20,Rajasthan,12754.32
2020-01-13 0:00:00,P1,Maharashtra,42093.15
2020-01-13 0:00:00,P2,Maharashtra,17217.2
2020-01-13 0:00:00,P3,Maharashtra,18764.21
2020-01-13 0:00:00,P4,Maharashtra,12958.97
2020-01-13 0:00:00,P5,Gujarat,29865.81
2020-01-13 0:00:00,P6,Gujarat,14923.68
2020-01-13 0:00:00,P7,Gujarat,21564.95
2020-01-13 0:00:00,P8,Gujarat,11843.65
2020-01-13 0:00:00,P9,Tamil Nadu,41595.36
2020-01-13 0:00:00,P10,Tamil Nadu,20744.71
2020-01-13 0:00:00,P11,Tamil Nadu,19083.15
2020-01-13 0:00:00,P12,Tamil Nadu,14022.37
2020-01-13 0:00:00,P13,Karnataka,40007.02
2020-01-13 0:00:00,P14,Karnataka,16692.04
2020-01-13 0:00:00,P15,Karnataka,21240.34
2020-01-13 0:00:00,P16,Karnataka,12966.82
2020-01-13 0:00:00,P17,Rajasthan,30021.8
2020-01-13 0:00:00,P18,Rajasthan,17493.2
2020-01-13 0:00:00,P19,Rajasthan,19346.4
2020-01-13 0:00:00,P20,Rajasthan,12635.52
2020-01-14 0:00:00,P1,Maharashtra,38771.88
2020-01-14 0:00:00,P2,Maharashtra,19045.94
2020-01-14 0:00:00,P3,Maharashtra,19438.02
2020-01-14 0:00:00,P4,Maharashtra,11917.32
2020-01-14 0:00:00,P5,Gujarat,42285.74
2020-01-14 0:00:00,P6,Gujarat,18416.01
2020-01-14 0:00:00,P7,Gujarat,19778.29
2020-01-14 0:00:00,P8,Gujarat,11787.62
2020-01-14 0:00:00,P9,Tamil Nadu,30538.54
2020-01-14 0:00:00,P10,Tamil Nadu,20831.36
2020-01-14 0:00:00,P11,Tamil Nadu,19241.95
2020-01-14 0:00:00,P12,Tamil Nadu,13467.55
2020-01-14 0:00:00,P13,Karnataka,31724.82
2020-01-14 0:00:00,P14,Karnataka,18112.79
2020-01-14 0:00:00,P15,Karnataka,19927.06
2020-01-14 0:00:00,P16,Karnataka,13821.23
2020-01-14 0:00:00,P17,Rajasthan,32295.44
2020-01-14 0:00:00,P18,Rajasthan,20179.93
2020-01-14 0:00:00,P19,Rajasthan,20294.39
2020-01-14 0:00:00,P20,Rajasthan,12172.32
2020-01-15 0:00:00,P1,Maharashtra,29950.45
2020-01-15 0:00:00,P2,Maharashtra,16602.07
2020-01-15 0:00:00,P3,Maharashtra,18752.42
2020-01-15 0:00:00,P4,Maharashtra,14082.17
2020-01-15 0:00:00,P5,Gujarat,33364.8
2020-01-15 0:00:00,P6,Gujarat,17020.96
2020-01-15 0:00:00,P7,Gujarat,20488.61
2020-01-15 0:00:00,P8,Gujarat,12413.38
2020-01-15 0:00:00,P9,Tamil Nadu,31136.5
2020-01-15 0:00:00,P10,Tamil Nadu,15707.71
2020-01-15 0:00:00,P11,Tamil Nadu,19054.66
2020-01-15 0:00:00,P12,Tamil Nadu,14221.94
2020-01-15 0:00:00,P13,Karnataka,41790.77
2020-01-15 0:00:00,P14,Karnataka,18218.59
2020-01-15 0:00:00,P15,Karnataka,18822.48
2020-01-15 0:00:00,P16,Karnataka,12185.06
2020-01-15 0:00:00,P17,Rajasthan,39621.11
2020-01-15 0:00:00,P18,Rajasthan,17483
2020-01-15 0:00:00,P19,Rajasthan,20557.05
2020-01-15 0:00:00,P20,Rajasthan,13269.85
2020-01-16 0:00:00,P1,Maharashtra,33280.58
2020-01-16 0:00:00,P2,Maharashtra,14761.65
2020-01-16 0:00:00,P3,Maharashtra,20034.47
2020-01-16 0:00:00,P4,Maharashtra,12194.88
2020-01-16 0:00:00,P5,Gujarat,37188.64
2020-01-16 0:00:00,P6,Gujarat,18605.89
2020-01-16 0:00:00,P7,Gujarat,19483.08
2020-01-16 0:00:00,P8,Gujarat,12211.64
2020-01-16 0:00:00,P9,Tamil Nadu,29471.7
2020-01-16 0:00:00,P10,Tamil Nadu,16306.78
2020-01-16 0:00:00,P11,Tamil Nadu,20513.64
2020-01-16 0:00:00,P12,Tamil Nadu,12919.02
2020-01-16 0:00:00,P13,Karnataka,42180.01
2020-01-16 0:00:00,P14,Karnataka,19736.02
2020-01-16 0:00:00,P15,Karnataka,20029.94
2020-01-16 0:00:00,P16,Karnataka,11764.54
2020-01-16 0:00:00,P17,Rajasthan,33155.46
2020-01-16 0:00:00,P18,Rajasthan,19936.4
2020-01-16 0:00:00,P19,Rajasthan,18513.79
2020-01-16 0:00:00,P20,Rajasthan,14147.6
2020-01-17 0:00:00,P1,Maharashtra,34015.56
2020-01-17 0:00:00,P2,Maharashtra,17438.02
2020-01-17 0:00:00,P3,Maharashtra,19234.05
2020-01-17 0:00:00,P4,Maharashtra,14308.22
2020-01-17 0:00:00,P5,Gujarat,42166.41
2020-01-17 0:00:00,P6,Gujarat,17559.56
2020-01-17 0:00:00,P7,Gujarat,19049.24
2020-01-17 0:00:00,P8,Gujarat,11756.41
2020-01-17 0:00:00,P9,Tamil Nadu,32576.12
2020-01-17 0:00:00,P10,Tamil Nadu,15488.88
2020-01-17 0:00:00,P11,Tamil Nadu,19250.47
2020-01-17 0:00:00,P12,Tamil Nadu,14276.59
2020-01-17 0:00:00,P13,Karnataka,29389.06
2020-01-17 0:00:00,P14,Karnataka,17375.93
2020-01-17 0:00:00,P15,Karnataka,18866.66
2020-01-17 0:00:00,P16,Karnataka,13039.79
2020-01-17 0:00:00,P17,Rajasthan,39462.43
2020-01-17 0:00:00,P18,Rajasthan,18198.94
2020-01-17 0:00:00,P19,Rajasthan,21591.64
2020-01-17 0:00:00,P20,Rajasthan,13376.96
2020-01-18 0:00:00,P1,Maharashtra,31600.75
2020-01-18 0:00:00,P2,Maharashtra,17390.02
2020-01-18 0:00:00,P3,Maharashtra,19880.06
2020-01-18 0:00:00,P4,Maharashtra,13430.57
2020-01-18 0:00:00,P5,Gujarat,30409.65
2020-01-18 0:00:00,P6,Gujarat,21070.11
2020-01-18 0:00:00,P7,Gujarat,18866.37
2020-01-18 0:00:00,P8,Gujarat,11720.33
2020-01-18 0:00:00,P9,Tamil Nadu,29219.59
2020-01-18 0:00:00,P10,Tamil Nadu,16314.84
2020-01-18 0:00:00,P11,Tamil Nadu,18385.72
2020-01-18 0:00:00,P12,Tamil Nadu,12854.27
2020-01-18 0:00:00,P13,Karnataka,31549.39
2020-01-18 0:00:00,P14,Karnataka,21574.68
2020-01-18 0:00:00,P15,Karnataka,20380.83
2020-01-18 0:00:00,P16,Karnataka,12192.4
2020-01-18 0:00:00,P17,Rajasthan,39277.01
2020-01-18 0:00:00,P18,Rajasthan,21190.21
2020-01-18 0:00:00,P19,Rajasthan,18947.34
2020-01-18 0:00:00,P20,Rajasthan,12044.58
2020-01-19 0:00:00,P1,Maharashtra,35888.75
2020-01-19 0:00:00,P2,Maharashtra,18682.98
2020-01-19 0:00:00,P3,Maharashtra,19026.79
2020-01-19 0:00:00,P4,Maharashtra,12205.58
2020-01-19 0:00:00,P5,Gujarat,41398.57
2020-01-19 0:00:00,P6,Gujarat,15189.65
2020-01-19 0:00:00,P7,Gujarat,18987.01
2020-01-19 0:00:00,P8,Gujarat,13205.22
2020-01-19 0:00:00,P9,Tamil Nadu,37596.76
2020-01-19 0:00:00,P10,Tamil Nadu,20533.43
2020-01-19 0:00:00,P11,Tamil Nadu,19681.05
2020-01-19 0:00:00,P12,Tamil Nadu,11910.36
2020-01-19 0:00:00,P13,Karnataka,31359.84
2020-01-19 0:00:00,P14,Karnataka,20709.53
2020-01-19 0:00:00,P15,Karnataka,18647.97
2020-01-19 0:00:00,P16,Karnataka,12916.23
2020-01-19 0:00:00,P17,Rajasthan,35378.72
2020-01-19 0:00:00,P18,Rajasthan,16096.2
2020-01-19 0:00:00,P19,Rajasthan,20977
2020-01-19 0:00:00,P20,Rajasthan,13330.5
2020-01-20 0:00:00,P1,Maharashtra,32305.31
2020-01-20 0:00:00,P2,Maharashtra,16045.13
2020-01-20 0:00:00,P3,Maharashtra,19713.64
2020-01-20 0:00:00,P4,Maharashtra,11898.99
2020-01-20 0:00:00,P5,Gujarat,33307.63
2020-01-20 0:00:00,P6,Gujarat,20079.29
2020-01-20 0:00:00,P7,Gujarat,21344.32
2020-01-20 0:00:00,P8,Gujarat,13519.14
2020-01-20 0:00:00,P9,Tamil Nadu,38558.61
2020-01-20 0:00:00,P10,Tamil Nadu,14825.81
2020-01-20 0:00:00,P11,Tamil Nadu,20398.62
2020-01-20 0:00:00,P12,Tamil Nadu,13339.26
2020-01-20 0:00:00,P13,Karnataka,32848.43
2020-01-20 0:00:00,P14,Karnataka,16979.81
2020-01-20 0:00:00,P15,Karnataka,20298.26
2020-01-20 0:00:00,P16,Karnataka,12703.88
2020-01-20 0:00:00,P17,Rajasthan,30954
2020-01-20 0:00:00,P18,Rajasthan,16455.59
2020-01-20 0:00:00,P19,Rajasthan,21311.04
2020-01-20 0:00:00,P20,Rajasthan,12747.01
2020-01-21 0:00:00,P1,Maharashtra,40389.27
2020-01-21 0:00:00,P2,Maharashtra,19423.28
2020-01-21 0:00:00,P3,Maharashtra,18494.76
2020-01-21 0:00:00,P4,Maharashtra,13633.96
2020-01-21 0:00:00,P5,Gujarat,32963.96
2020-01-21 0:00:00,P6,Gujarat,18862.26
2020-01-21 0:00:00,P7,Gujarat,20203.16
2020-01-21 0:00:00,P8,Gujarat,12104.24
2020-01-21 0:00:00,P9,Tamil Nadu,31978.12
2020-01-21 0:00:00,P10,Tamil Nadu,17243.17
2020-01-21 0:00:00,P11,Tamil Nadu,18687.29
2020-01-21 0:00:00,P12,Tamil Nadu,12224.04
2020-01-21 0:00:00,P13,Karnataka,30947.52
2020-01-21 0:00:00,P14,Karnataka,19928.61
2020-01-21 0:00:00,P15,Karnataka,19386.8
2020-01-21 0:00:00,P16,Karnataka,11764.66
2020-01-21 0:00:00,P17,Rajasthan,31490.9
2020-01-21 0:00:00,P18,Rajasthan,14544.82
2020-01-21 0:00:00,P19,Rajasthan,20136.98
2020-01-21 0:00:00,P20,Rajasthan,12044.66
2020-01-22 0:00:00,P1,Maharashtra,31788.09
2020-01-22 0:00:00,P2,Maharashtra,15841.91
2020-01-22 0:00:00,P3,Maharashtra,18426.15
2020-01-22 0:00:00,P4,Maharashtra,13157.41
2020-01-22 0:00:00,P5,Gujarat,36583.86
2020-01-22 0:00:00,P6,Gujarat,19146.45
2020-01-22 0:00:00,P7,Gujarat,21013.16
2020-01-22 0:00:00,P8,Gujarat,14032.8
2020-01-22 0:00:00,P9,Tamil Nadu,41105.15
2020-01-22 0:00:00,P10,Tamil Nadu,16362.97
2020-01-22 0:00:00,P11,Tamil Nadu,18420.33
2020-01-22 0:00:00,P12,Tamil Nadu,12734.1
2020-01-22 0:00:00,P13,Karnataka,31711.4
2020-01-22 0:00:00,P14,Karnataka,17744.45
2020-01-22 0:00:00,P15,Karnataka,20942.32
2020-01-22 0:00:00,P16,Karnataka,12146.69
2020-01-22 0:00:00,P17,Rajasthan,30653.84
2020-01-22 0:00:00,P18,Rajasthan,18547.33
2020-01-22 0:00:00,P19,Rajasthan,20380.05
2020-01-22 0:00:00,P20,Rajasthan,11950.8
2020-01-23 0:00:00,P1,Maharashtra,41603.5
2020-01-23 0:00:00,P2,Maharashtra,20454.58
2020-01-23 0:00:00,P3,Maharashtra,19304.02
2020-01-23 0:00:00,P4,Maharashtra,13901.7
2020-01-23 0:00:00,P5,Gujarat,30454.16
2020-01-23 0:00:00,P6,Gujarat,20717.11
2020-01-23 0:00:00,P7,Gujarat,20828.03
2020-01-23 0:00:00,P8,Gujarat,13170.8
2020-01-23 0:00:00,P9,Tamil Nadu,35039.1
2020-01-23 0:00:00,P10,Tamil Nadu,18778.98
2020-01-23 0:00:00,P11,Tamil Nadu,21080.93
2020-01-23 0:00:00,P12,Tamil Nadu,12896.2
2020-01-23 0:00:00,P13,Karnataka,35469.25
2020-01-23 0:00:00,P14,Karnataka,20627.08
2020-01-23 0:00:00,P15,Karnataka,19739.75
2020-01-23 0:00:00,P16,Karnataka,13222.87
2020-01-23 0:00:00,P17,Rajasthan,30129.98
2020-01-23 0:00:00,P18,Rajasthan,16472.87
2020-01-23 0:00:00,P19,Rajasthan,21567.39
2020-01-23 0:00:00,P20,Rajasthan,11609.05
2020-01-24 0:00:00,P1,Maharashtra,34628.99
2020-01-24 0:00:00,P2,Maharashtra,20408.97
2020-01-24 0:00:00,P3,Maharashtra,18914.07
2020-01-24 0:00:00,P4,Maharashtra,14105.24
2020-01-24 0:00:00,P5,Gujarat,29272.43
2020-01-24 0:00:00,P6,Gujarat,20488.67
2020-01-24 0:00:00,P7,Gujarat,18716.33
2020-01-24 0:00:00,P8,Gujarat,13801.15
2020-01-24 0:00:00,P9,Tamil Nadu,31199.76
2020-01-24 0:00:00,P10,Tamil Nadu,19458.5
2020-01-24 0:00:00,P11,Tamil Nadu,20927.12
2020-01-24 0:00:00,P12,Tamil Nadu,13157.97
2020-01-24 0:00:00,P13,Karnataka,40771.1
2020-01-24 0:00:00,P14,Karnataka,17715.48
2020-01-24 0:00:00,P15,Karnataka,19719
2020-01-24 0:00:00,P16,Karnataka,14347.59
2020-01-24 0:00:00,P17,Rajasthan,32390.48
2020-01-24 0:00:00,P18,Rajasthan,16314.41
2020-01-24 0:00:00,P19,Rajasthan,20317.61
2020-01-24 0:00:00,P20,Rajasthan,13616.47
2020-01-25 0:00:00,P1,Maharashtra,35347.96
2020-01-25 0:00:00,P2,Maharashtra,17276.68
2020-01-25 0:00:00,P3,Maharashtra,18377.33
2020-01-25 0:00:00,P4,Maharashtra,13882.79
2020-01-25 0:00:00,P5,Gujarat,35246.88
2020-01-25 0:00:00,P6,Gujarat,16733.4
2020-01-25 0:00:00,P7,Gujarat,20273.09
2020-01-25 0:00:00,P8,Gujarat,12105.03
2020-01-25 0:00:00,P9,Tamil Nadu,32311.04
2020-01-25 0:00:00,P10,Tamil Nadu,18912.01
2020-01-25 0:00:00,P11,Tamil Nadu,20183.15
2020-01-25 0:00:00,P12,Tamil Nadu,12563.13
2020-01-25 0:00:00,P13,Karnataka,37566.45
2020-01-25 0:00:00,P14,Karnataka,15883.96
2020-01-25 0:00:00,P15,Karnataka,19627.85
2020-01-25 0:00:00,P16,Karnataka,13727.31
2020-01-25 0:00:00,P17,Rajasthan,35428.94
2020-01-25 0:00:00,P18,Rajasthan,18303.34
