Date,Plant_Type,State,Generation_Factor
2020-01-06 0:00:00,Wind,Maharashtra,0.5
2020-01-06 0:00:00,Coal,Gujarat,0.709
2020-01-06 0:00:00,Gas,Gujarat,0.786
2020-01-06 0:00:00,Solar,Gujarat,0.6
2020-01-06 0:00:00,Wind,Gujarat,0.5
2020-01-06 0:00:00,Coal,Tamil Nadu,0.682
2020-01-06 0:00:00,Gas,Tamil Nadu,0.773
2020-01-06 0:00:00,Solar,Tamil Nadu,0.6
2020-01-06 0:00:00,Wind,Tamil Nadu,0.5
2020-01-06 0:00:00,Coal,Karnataka,0.822
2020-01-06 0:00:00,Gas,Karnataka,0.669
2020-01-06 0:00:00,Solar,Karnataka,0.6
2020-01-06 0:00:00,Wind,Karnataka,0.5
2020-01-06 0:00:00,Coal,Rajasthan,0.895
2020-01-06 0:00:00,Gas,Rajasthan,0.785
2020-01-06 0:00:00,Solar,Rajasthan,0.6
2020-01-06 0:00:00,Wind,Rajasthan,0.5
2020-01-07 0:00:00,Coal,Maharashtra,0.74
2020-01-07 0:00:00,Gas,Maharashtra,0.852
2020-01-07 0:00:00,Solar,Maharashtra,0.6
2020-01-07 0:00:00,Wind,Maharashtra,0.5
2020-01-07 0:00:00,Coal,Gujarat,0.741
2020-01-07 0:00:00,Gas,Gujarat,0.667
2020-01-07 0:00:00,Solar,Gujarat,0.6
2020-01-07 0:00:00,Wind,Gujarat,0.5
2020-01-07 0:00:00,Coal,Tamil Nadu,0.745
2020-01-07 0:00:00,Gas,Tamil Nadu,0.707
2020-01-07 0:00:00,Solar,Tamil Nadu,0.6
2020-01-07 0:00:00,Wind,Tamil Nadu,0.5
2020-01-07 0:00:00,Coal,Karnataka,0.74
2020-01-07 0:00:00,Gas,Karnataka,0.878
2020-01-07 0:00:00,Solar,Karnataka,0.6
2020-01-07 0:00:00,Wind,Karnataka,0.5
2020-01-07 0:00:00,Coal,Rajasthan,0.731
2020-01-07 0:00:00,Gas,Rajasthan,0.806
2020-01-07 0:00:00,Solar,Rajasthan,0.6
2020-01-07 0:00:00,Wind,Rajasthan,0.5
2020-01-08 0:00:00,Coal,Maharashtra,0.816
2020-01-08 0:00:00,Gas,Maharashtra,0.889
2020-01-08 0:00:00,Solar,Maharashtra,0.6
2020-01-08 0:00:00,Wind,Maharashtra,0.5
2020-01-08 0:00:00,Coal,Gujarat,0.846
2020-01-08 0:00:00,Gas,Gujarat,0.834
2020-01-08 0:00:00,Solar,Gujarat,0.6
2020-01-08 0:00:00,Wind,Gujarat,0.5
2020-01-08 0:00:00,Coal,Tamil Nadu,0.66
2020-01-08 0:00:00,Gas,Tamil Nadu,0.808
2020-01-08 0:00:00,Solar,Tamil Nadu,0.6
2020-01-08 0:00:00,Wind,Tamil Nadu,0.5
2020-01-08 0:00:00,Coal,Karnataka,0.788
2020-01-08 0:00:00,Gas,Karnataka,0.691
2020-01-08 0:00:00,Solar,Karnataka,0.6
2020-01-08 0:00:00,Wind,Karnataka,0.5
2020-01-08 0:00:00,Coal,Rajasthan,0.786
2020-01-08 0:00:00,Gas,Rajasthan,0.714
2020-01-08 0:00:00,Solar,Rajasthan,0.6
2020-01-08 0:00:00,Wind,Rajasthan,0.5
2020-01-09 0:00:00,Coal,Maharashtra,0.73
2020-01-09 0:00:00,Gas,Maharashtra,0.827
2020-01-09 0:00:00,Solar,Maharashtra,0.6
2020-01-09 0:00:00,Wind,Maharashtra,0.5
2020-01-09 0:00:00,Coal,Gujarat,0.754
2020-01-09 0:00:00,Gas,Gujarat,0.88
2020-01-09 0:00:00,Solar,Gujarat,0.6
2020-01-09 0:00:00,Wind,Gujarat,0.5
2020-01-09 0:00:00,Coal,Tamil Nadu,0.758
2020-01-09 0:00:00,Gas,Tamil Nadu,0.754
2020-01-09 0:00:00,Solar,Tamil Nadu,0.6
2020-01-09 0:00:00,Wind,Tamil Nadu,0.5
2020-01-09 0:00:00,Coal,Karnataka,0.731
2020-01-09 0:00:00,Gas,Karnataka,0.815
2020-01-09 0:00:00,Solar,Karnataka,0.6
2020-01-09 0:00:00,Wind,Karnataka,0.5
2020-01-09 0:00:00,Coal,Rajasthan,0.774
2020-01-09 0:00:00,Gas,Rajasthan,0.719
2020-01-09 0:00:00,Solar,Rajasthan,0.6
2020-01-09 0:00:00,Wind,Rajasthan,0.5
2020-01-10 0:00:00,Coal,Maharashtra,0.77
2020-01-10 0:00:00,Gas,Maharashtra,0.699
2020-01-10 0:00:00,Solar,Maharashtra,0.6
2020-01-10 0:00:00,Wind,Maharashtra,0.5
2020-01-10 0:00:00,Coal,Gujarat,0.858
2020-01-10 0:00:00,Gas,Gujarat,0.677
2020-01-10 0:00:00,Solar,Gujarat,0.6
2020-01-10 0:00:00,Wind,Gujarat,0.5
2020-01-10 0:00:00,Coal,Tamil Nadu,0.786
2020-01-10 0:00:00,Gas,Tamil Nadu,0.671
2020-01-10 0:00:00,Solar,Tamil Nadu,0.6
2020-01-10 0:00:00,Wind,Tamil Nadu,0.5
2020-01-10 0:00:00,Coal,Karnataka,0.729
2020-01-10 0:00:00,Gas,Karnataka,0.678
2020-01-10 0:00:00,Solar,Karnataka,0.6
2020-01-10 0:00:00,Wind,Karnataka,0.5
2020-01-10 0:00:00,Coal,Rajasthan,0.803
2020-01-10 0:00:00,Gas,Rajasthan,0.656
2020-01-10 0:00:00,Solar,Rajasthan,0.6
2020-01-10 0:00:00,Wind,Rajasthan,0.5
2020-01-11 0:00:00,Coal,Maharashtra,0.81
2020-01-11 0:00:00,Gas,Maharashtra,0.741
2020-01-11 0:00:00,Solar,Maharashtra,0.6
2020-01-11 0:00:00,Wind,Maharashtra,0.5
2020-01-11 0:00:00,Coal,Gujarat,0.861
2020-01-11 0:00:00,Gas,Gujarat,0.875
2020-01-11 0:00:00,Solar,Gujarat,0.6
2020-01-11 0:00:00,Wind,Gujarat,0.5
2020-01-11 0:00:00,Coal,Tamil Nadu,0.844
2020-01-11 0:00:00,Gas,Tamil Nadu,0.826
2020-01-11 0:00:00,Solar,Tamil Nadu,0.6
2020-01-11 0:00:00,Wind,Tamil Nadu,0.5
2020-01-11 0:00:00,Coal,Karnataka,0.688
2020-01-11 0:00:00,Gas,Karnataka,0.77
2020-01-11 0:00:00,Solar,Karnataka,0.6
2020-01-11 0:00:00,Wind,Karnataka,0.5
2020-01-11 0:00:00,Coal,Rajasthan,0.85
2020-01-11 0:00:00,Gas,Rajasthan,0.673
2020-01-11 0:00:00,Solar,Rajasthan,0.6
2020-01-11 0:00:00,Wind,Rajasthan,0.5
2020-01-12 0:00:00,Coal,Maharashtra,0.749
2020-01-12 0:00:00,Gas,Maharashtra,0.852
2020-01-12 0:00:00,Solar,Maharashtra,0.6
2020-01-12 0:00:00,Wind,Maharashtra,0.5
2020-01-12 0:00:00,Coal,Gujarat,0.808
2020-01-12 0:00:00,Gas,Gujarat,0.796
2020-01-12 0:00:00,Solar,Gujarat,0.6
2020-01-12 0:00:00,Wind,Gujarat,0.5
2020-01-12 0:00:00,Coal,Tamil Nadu,0.826
2020-01-12 0:00:00,Gas,Tamil Nadu,0.867
2020-01-12 0:00:00,Solar,Tamil Nadu,0.6
2020-01-12 0:00:00,Wind,Tamil Nadu,0.5
2020-01-12 0:00:00,Coal,Karnataka,0.883
2020-01-12 0:00:00,Gas,Karnataka,0.701
2020-01-12 0:00:00,Solar,Karnataka,0.6
2020-01-12 0:00:00,Wind,Karnataka,0.5
2020-01-12 0:00:00,Coal,Rajasthan,0.735
2020-01-12 0:00:00,Gas,Rajasthan,0.824
2020-01-12 0:00:00,Solar,Rajasthan,0.6
2020-01-12 0:00:00,Wind,Rajasthan,0.5
2020-01-13 0:00:00,Coal,Maharashtra,0.691
2020-01-13 0:00:00,Gas,Maharashtra,0.789
2020-01-13 0:00:00,Solar,Maharashtra,0.6
2020-01-13 0:00:00,Wind,Maharashtra,0.5
2020-01-13 0:00:00,Coal,Gujarat,0.799
2020-01-13 0:00:00,Gas,Gujarat,0.809
2020-01-13 0:00:00,Solar,Gujarat,0.6
2020-01-13 0:00:00,Wind,Gujarat,0.5
2020-01-13 0:00:00,Coal,Tamil Nadu,0.766
2020-01-13 0:00:00,Gas,Tamil Nadu,0.898
2020-01-13 0:00:00,Solar,Tamil Nadu,0.6
2020-01-13 0:00:00,Wind,Tamil Nadu,0.5
2020-01-13 0:00:00,Coal,Karnataka,0.691
2020-01-13 0:00:00,Gas,Karnataka,0.718
2020-01-13 0:00:00,Solar,Karnataka,0.6
2020-01-13 0:00:00,Wind,Karnataka,0.5
2020-01-13 0:00:00,Coal,Rajasthan,0.707
2020-01-13 0:00:00,Gas,Rajasthan,0.857
2020-01-13 0:00:00,Solar,Rajasthan,0.6
2020-01-13 0:00:00,Wind,Rajasthan,0.5
2020-01-14 0:00:00,Coal,Maharashtra,0.869
2020-01-14 0:00:00,Gas,Maharashtra,0.857
2020-01-14 0:00:00,Solar,Maharashtra,0.6
2020-01-14 0:00:00,Wind,Maharashtra,0.5
2020-01-14 0:00:00,Coal,Gujarat,0.854
2020-01-14 0:00:00,Gas,Gujarat,0.66
2020-01-14 0:00:00,Solar,Gujarat,0.6
2020-01-14 0:00:00,Wind,Gujarat,0.5
2020-01-14 0:00:00,Coal,Tamil Nadu,0.741
2020-01-14 0:00:00,Gas,Tamil Nadu,0.695
2020-01-14 0:00:00,Solar,Tamil Nadu,0.6
2020-01-14 0:00:00,Wind,Tamil Nadu,0.5
2020-01-14 0:00:00,Coal,Karnataka,0.804
2020-01-14 0:00:00,Gas,Karnataka,0.849
2020-01-14 0:00:00,Solar,Karnataka,0.6
2020-01-14 0:00:00,Wind,Karnataka,0.5
2020-01-14 0:00:00,Coal,Rajasthan,0.738
2020-01-14 0:00:00,Gas,Rajasthan,0.775
2020-01-14 0:00:00,Solar,Rajasthan,0.6
2020-01-14 0:00:00,Wind,Rajasthan,0.5
2020-01-15 0:00:00,Coal,Maharashtra,0.899
2020-01-15 0:00:00,Gas,Maharashtra,0.742
2020-01-15 0:00:00,Solar,Maharashtra,0.6
2020-01-15 0:00:00,Wind,Maharashtra,0.5
2020-01-15 0:00:00,Coal,Gujarat,0.811
2020-01-15 0:00:00,Gas,Gujarat,0.84
2020-01-15 0:00:00,Solar,Gujarat,0.6
2020-01-15 0:00:00,Wind,Gujarat,0.5
2020-01-15 0:00:00,Coal,Tamil Nadu,0.802
2020-01-15 0:00:00,Gas,Tamil Nadu,0.688
2020-01-15 0:00:00,Solar,Tamil Nadu,0.6
2020-01-15 0:00:00,Wind,Tamil Nadu,0.5
2020-01-15 0:00:00,Coal,Karnataka,0.664
2020-01-15 0:00:00,Gas,Karnataka,0.78
2020-01-15 0:00:00,Solar,Karnataka,0.6
2020-01-15 0:00:00,Wind,Karnataka,0.5
2020-01-15 0:00:00,Coal,Rajasthan,0.776
2020-01-15 0:00:00,Gas,Rajasthan,0.711
2020-01-15 0:00:00,Solar,Rajasthan,0.6
2020-01-15 0:00:00,Wind,Rajasthan,0.5
2020-01-16 0:00:00,Coal,Maharashtra,0.859
2020-01-16 0:00:00,Gas,Maharashtra,0.784
2020-01-16 0:00:00,Solar,Maharashtra,0.6
2020-01-16 0:00:00,Wind,Maharashtra,0.5
2020-01-16 0:00:00,Coal,Gujarat,0.869
2020-01-16 0:00:00,Gas,Gujarat,0.792
2020-01-16 0:00:00,Solar,Gujarat,0.6
2020-01-16 0:00:00,Wind,Gujarat,0.5
2020-01-16 0:00:00,Coal,Tamil Nadu,0.74
2020-01-16 0:00:00,Gas,Tamil Nadu,0.845
2020-01-16 0:00:00,Solar,Tamil Nadu,0.6
2020-01-16 0:00:00,Wind,Tamil Nadu,0.5
2020-01-16 0:00:00,Coal,Karnataka,0.772
2020-01-16 0:00:00,Gas,Karnataka,0.684
2020-01-16 0:00:00,Solar,Karnataka,0.6
2020-01-16 0:00:00,Wind,Karnataka,0.5
2020-01-16 0:00:00,Coal,Rajasthan,0.802
2020-01-16 0:00:00,Gas,Rajasthan,0.775
2020-01-16 0:00:00,Solar,Rajasthan,0.6
2020-01-16 0:00:00,Wind,Rajasthan,0.5
2020-01-17 0:00:00,Coal,Maharashtra,0.75
2020-01-17 0:00:00,Gas,Maharashtra,0.657
2020-01-17 0:00:00,Solar,Maharashtra,0.6
2020-01-17 0:00:00,Wind,Maharashtra,0.5
2020-01-17 0:00:00,Coal,Gujarat,0.897
2020-01-17 0:00:00,Gas,Gujarat,0.662
2020-01-17 0:00:00,Solar,Gujarat,0.6
2020-01-17 0:00:00,Wind,Gujarat,0.5
2020-01-17 0:00:00,Coal,Tamil Nadu,0.8
2020-01-17 0:00:00,Gas,Tamil Nadu,0.68
2020-01-17 0:00:00,Solar,Tamil Nadu,0.6
2020-01-17 0:00:00,Wind,Tamil Nadu,0.5
2020-01-17 0:00:00,Coal,Karnataka,0.855
2020-01-17 0:00:00,Gas,Karnataka,0.868
2020-01-17 0:00:00,Solar,Karnataka,0.6
2020-01-17 0:00:00,Wind,Karnataka,0.5
2020-01-17 0:00:00,Coal,Rajasthan,0.725
2020-01-17 0:00:00,Gas,Rajasthan,0.816
2020-01-17 0:00:00,Solar,Rajasthan,0.6
2020-01-17 0:00:00,Wind,Rajasthan,0.5
2020-01-18 0:00:00,Coal,Maharashtra,0.874
2020-01-18 0:00:00,Gas,Maharashtra,0.884
2020-01-18 0:00:00,Solar,Maharashtra,0.6
2020-01-18 0:00:00,Wind,Maharashtra,0.5
2020-01-18 0:00:00,Coal,Gujarat,0.814
2020-01-18 0:00:00,Gas,Gujarat,0.888
2020-01-18 0:00:00,Solar,Gujarat,0.6
2020-01-18 0:00:00,Wind,Gujarat,0.5
2020-01-18 0:00:00,Coal,Tamil Nadu,0.682
2020-01-18 0:00:00,Gas,Tamil Nadu,0.761
2020-01-18 0:00:00,Solar,Tamil Nadu,0.6
2020-01-18 0:00:00,Wind,Tamil Nadu,0.5
2020-01-18 0:00:00,Coal,Karnataka,0.702
2020-01-18 0:00:00,Gas,Karnataka,0.679
2020-01-18 0:00:00,Solar,Karnataka,0.6
2020-01-18 0:00:00,Wind,Karnataka,0.5
2020-01-18 0:00:00,Coal,Rajasthan,0.77
2020-01-18 0:00:00,Gas,Rajasthan,0.738
2020-01-18 0:00:00,Solar,Rajasthan,0.6
2020-01-18 0:00:00,Wind,Rajasthan,0.5
2020-01-19 0:00:00,Coal,Maharashtra,0.824
2020-01-19 0:00:00,Gas,Maharashtra,0.87
2020-01-19 0:00:00,Solar,Maharashtra,0.6
2020-01-19 0:00:00,Wind,Maharashtra,0.5
2020-01-19 0:00:00,Coal,Gujarat,0.671
2020-01-19 0:00:00,Gas,Gujarat,0.657
2020-01-19 0:00:00,Solar,Gujarat,0.6
2020-01-19 0:00:00,Wind,Gujarat,0.5
2020-01-19 0:00:00,Coal,Tamil Nadu,0.866
2020-01-19 0:00:00,Gas,Tamil Nadu,0.789
2020-01-19 0:00:00,Solar,Tamil Nadu,0.6
2020-01-19 0:00:00,Wind,Tamil Nadu,0.5
2020-01-19 0:00:00,Coal,Karnataka,0.859
2020-01-19 0:00:00,Gas,Karnataka,0.862
2020-01-19 0:00:00,Solar,Karnataka,0.6
2020-01-19 0:00:00,Wind,Karnataka,0.5
2020-01-19 0:00:00,Coal,Rajasthan,0.694
2020-01-19 0:00:00,Gas,Rajasthan,0.673
2020-01-19 0:00:00,Solar,Rajasthan,0.6
2020-01-19 0:00:00,Wind,Rajasthan,0.5
2020-01-20 0:00:00,Coal,Maharashtra,0.797
2020-01-20 0:00:00,Gas,Maharashtra,0.759
2020-01-20 0:00:00,Solar,Maharashtra,0.6
2020-01-20 0:00:00,Wind,Maharashtra,0.5
2020-01-20 0:00:00,Coal,Gujarat,0.819
2020-01-20 0:00:00,Gas,Gujarat,0.844
2020-01-20 0:00:00,Solar,Gujarat,0.6
2020-01-20 0:00:00,Wind,Gujarat,0.5
2020-01-20 0:00:00,Coal,Tamil Nadu,0.708
2020-01-20 0:00:00,Gas,Tamil Nadu,0.795
2020-01-20 0:00:00,Solar,Tamil Nadu,0.6
2020-01-20 0:00:00,Wind,Tamil Nadu,0.5
2020-01-20 0:00:00,Coal,Karnataka,0.798
2020-01-20 0:00:00,Gas,Karnataka,0.673
2020-01-20 0:00:00,Solar,Karnataka,0.6
2020-01-20 0:00:00,Wind,Karnataka,0.5
2020-01-20 0:00:00,Coal,Rajasthan,0.813
2020-01-20 0:00:00,Gas,Rajasthan,0.823
2020-01-20 0:00:00,Solar,Rajasthan,0.6
2020-01-20 0:00:00,Wind,Rajasthan,0.5
2020-01-21 0:00:00,Coal,Maharashtra,0.757
2020-01-21 0:00:00,Gas,Maharashtra,0.657
2020-01-21 0:00:00,Solar,Maharashtra,0.6
2020-01-21 0:00:00,Wind,Maharashtra,0.5
2020-01-21 0:00:00,Coal,Gujarat,0.673
2020-01-21 0:00:00,Gas,Gujarat,0.795
2020-01-21 0:00:00,Solar,Gujarat,0.6
2020-01-21 0:00:00,Wind,Gujarat,0.5
2020-01-21 0:00:00,Coal,Tamil Nadu,0.837
2020-01-21 0:00:00,Gas,Tamil Nadu,0.774
2020-01-21 0:00:00,Solar,Tamil Nadu,0.6
2020-01-21 0:00:00,Wind,Tamil Nadu,0.5
2020-01-21 0:00:00,Coal,Karnataka,0.754
2020-01-21 0:00:00,Gas,Karnataka,0.697
2020-01-21 0:00:00,Solar,Karnataka,0.6
2020-01-21 0:00:00,Wind,Karnataka,0.5
2020-01-21 0:00:00,Coal,Rajasthan,0.814
2020-01-21 0:00:00,Gas,Rajasthan,0.656
2020-01-21 0:00:00,Solar,Rajasthan,0.6
2020-01-21 0:00:00,Wind,Rajasthan,0.5
2020-01-22 0:00:00,Coal,Maharashtra,0.84
2020-01-22 0:00:00,Gas,Maharashtra,0.816
2020-01-22 0:00:00,Solar,Maharashtra,0.6
2020-01-22 0:00:00,Wind,Maharashtra,0.5
2020-01-22 0:00:00,Coal,Gujarat,0.685
2020-01-22 0:00:00,Gas,Gujarat,0.668
2020-01-22 0:00:00,Solar,Gujarat,0.6
2020-01-22 0:00:00,Wind,Gujarat,0.5
2020-01-22 0:00:00,Coal,Tamil Nadu,0.755
2020-01-22 0:00:00,Gas,Tamil Nadu,0.747
2020-01-22 0:00:00,Solar,Tamil Nadu,0.6
2020-01-22 0:00:00,Wind,Tamil Nadu,0.5
2020-01-22 0:00:00,Coal,Karnataka,0.704
2020-01-22 0:00:00,Gas,Karnataka,0.822
2020-01-22 0:00:00,Solar,Karnataka,0.6
2020-01-22 0:00:00,Wind,Karnataka,0.5
2020-01-22 0:00:00,Coal,Rajasthan,0.671
2020-01-22 0:00:00,Gas,Rajasthan,0.715
2020-01-22 0:00:00,Solar,Rajasthan,0.6
2020-01-22 0:00:00,Wind,Rajasthan,0.5
2020-01-23 0:00:00,Coal,Maharashtra,0.831
2020-01-23 0:00:00,Gas,Maharashtra,0.667
2020-01-23 0:00:00,Solar,Maharashtra,0.6
2020-01-23 0:00:00,Wind,Maharashtra,0.5
2020-01-23 0:00:00,Coal,Gujarat,0.719
2020-01-23 0:00:00,Gas,Gujarat,0.878
2020-01-23 0:00:00,Solar,Gujarat,0.6
2020-01-23 0:00:00,Wind,Gujarat,0.5
2020-01-23 0:00:00,Coal,Tamil Nadu,0.879
2020-01-23 0:00:00,Gas,Tamil Nadu,0.887
2020-01-23 0:00:00,Solar,Tamil Nadu,0.6
2020-01-23 0:00:00,Wind,Tamil Nadu,0.5
2020-01-23 0:00:00,Coal,Karnataka,0.848
2020-01-23 0:00:00,Gas,Karnataka,0.84
2020-01-23 0:00:00,Solar,Karnataka,0.6
2020-01-23 0:00:00,Wind,Karnataka,0.5
2020-01-23 0:00:00,Coal,Rajasthan,0.719
2020-01-23 0:00:00,Gas,Rajasthan,0.801
2020-01-23 0:00:00,Solar,Rajasthan,0.6
2020-01-23 0:00:00,Wind,Rajasthan,0.5
2020-01-24 0:00:00,Coal,Maharashtra,0.726
2020-01-24 0:00:00,Gas,Maharashtra,0.733
2020-01-24 0:00:00,Solar,Maharashtra,0.6
2020-01-24 0:00:00,Wind,Maharashtra,0.5
2020-01-24 0:00:00,Coal,Gujarat,0.705
2020-01-24 0:00:00,Gas,Gujarat,0.669
2020-01-24 0:00:00,Solar,Gujarat,0.6
2020-01-24 0:00:00,Wind,Gujarat,0.5
2020-01-24 0:00:00,Coal,Tamil Nadu,0.832
2020-01-24 0:00:00,Gas,Tamil Nadu,0.66
2020-01-24 0:00:00,Solar,Tamil Nadu,0.6
2020-01-24 0:00:00,Wind,Tamil Nadu,0.5
2020-01-24 0:00:00,Coal,Karnataka,0.889
2020-01-24 0:00:00,Gas,Karnataka,0.87
2020-01-24 0:00:00,Solar,Karnataka,0.6
2020-01-24 0:00:00,Wind,Karnataka,0.5
2020-01-24 0:00:00,Coal,Rajasthan,0.727
2020-01-24 0:00:00,Gas,Rajasthan,0.871
2020-01-24 0:00:00,Solar,Rajasthan,0.6
2020-01-24 0:00:00,Wind,Rajasthan,0.5
2020-01-25 0:00:00,Coal,Maharashtra,0.824
2020-01-25 0:00:00,Gas,Maharashtra,0.885
2020-01-25 0:00:00,Solar,Maharashtra,0.6
2020-01-25 0:00:00,Wind,Maharashtra,0.5
2020-01-25 0:00:00,Coal,Gujarat,0.689
2020-01-25 0:00:00,Gas,Gujarat,0.657
2020-01-25 0:00:00,Solar,Gujarat,0.6
2020-01-25 0:00:00,Wind,Gujarat,0.5
2020-01-25 0:00:00,Coal,Tamil Nadu,0.897
2020-01-25 0:00:00,Gas,Tamil Nadu,0.753
2020-01-25 0:00:00,Solar,Tamil Nadu,0.6
2020-01-25 0:00:00,Wind,Tamil Nadu,0.5
2020-01-25 0:00:00,Coal,Karnataka,0.653
2020-01-25 0:00:00,Gas,Karnataka,0.874
2020-01-25 0:00:00,Solar,Karnataka,0.6
2020-01-25 0:00:00,Wind,Karnataka,0.5
2020-01-25 0:00:00,Coal,Rajasthan,0.815
2020-01-25 0:00:00,Gas,Rajasthan,0.87
