Date,State,Coal_Price_Index,Gas_Price_Index,Carbon_Tax_per_Ton,Spot_Price,Spot_Volatility_Index
2020-01-09 0:00:00,Tamil Nadu,140.616,134.99,0,4350.87,0.98
2020-01-09 0:00:00,Karnataka,140.616,134.99,0,4332.63,1.04
2020-01-09 0:00:00,Rajasthan,140.616,134.99,0,3593.39,1.08
2020-01-10 0:00:00,Maharashtra,140.7,134.98,0,4194.39,0.93
2020-01-10 0:00:00,Gujarat,140.7,134.98,0,4401.3,1.09
2020-01-10 0:00:00,Tamil Nadu,140.7,134.98,0,3907.82,0.95
2020-01-10 0:00:00,Karnataka,140.7,134.98,0,3764.44,1.06
2020-01-10 0:00:00,Rajasthan,140.7,134.98,0,3608.63,0.93
2020-01-11 0:00:00,Maharashtra,140.784,134.98,0,3608.12,0.92
2020-01-11 0:00:00,Gujarat,140.784,134.98,0,4420.07,0.92
2020-01-11 0:00:00,Tamil Nadu,140.784,134.98,0,3931.64,0.91
2020-01-11 0:00:00,Karnataka,140.784,134.98,0,4083.12,1
2020-01-11 0:00:00,Rajasthan,140.784,134.98,0,4219.73,1.02
2020-01-12 0:00:00,Maharashtra,140.854,134.98,0,3945.57,0.92
2020-01-12 0:00:00,Gujarat,140.854,134.98,0,4311.74,1.1
2020-01-12 0:00:00,Tamil Nadu,140.854,134.98,0,3551.55,0.97
2020-01-12 0:00:00,Karnataka,140.854,134.98,0,3907.98,0.99
2020-01-12 0:00:00,Rajasthan,140.854,134.98,0,3623.14,0.91
2020-01-13 0:00:00,Maharashtra,140.938,134.97,0,3635.1,0.95
2020-01-13 0:00:00,Gujarat,140.938,134.97,0,3626.94,1
2020-01-13 0:00:00,Tamil Nadu,140.938,134.97,0,4429,1.09
2020-01-13 0:00:00,Karnataka,140.938,134.97,0,3561.48,1.02
2020-01-13 0:00:00,Rajasthan,140.938,134.97,0,4030.13,1
2020-01-14 0:00:00,Maharashtra,141.008,134.97,0,4248.98,1.03
2020-01-14 0:00:00,Gujarat,141.008,134.97,0,4425.02,1.05
2020-01-14 0:00:00,Tamil Nadu,141.008,134.97,0,3574.87,1.09
2020-01-14 0:00:00,Karnataka,141.008,134.97,0,4172.75,0.93
2020-01-14 0:00:00,Rajasthan,141.008,134.97,0,3870.7,0.93
2020-01-15 0:00:00,Maharashtra,141.092,134.96,0,3763.06,1.06
2020-01-15 0:00:00,Gujarat,141.092,134.96,0,3972.14,0.93
2020-01-15 0:00:00,Tamil Nadu,141.092,134.96,0,4251.68,0.91
2020-01-15 0:00:00,Karnataka,141.092,134.96,0,3855.11,0.91
2020-01-15 0:00:00,Rajasthan,141.092,134.96,0,3967.73,0.91
2020-01-16 0:00:00,Maharashtra,141.162,134.96,0,3776.02,0.92
2020-01-16 0:00:00,Gujarat,141.162,134.96,0,3825.7,1.01
2020-01-16 0:00:00,Tamil Nadu,141.162,134.96,0,3936.45,1.07
2020-01-16 0:00:00,Karnataka,141.162,134.96,0,4003.21,1.05
2020-01-16 0:00:00,Rajasthan,141.162,134.96,0,4159.34,1.07
2020-01-17 0:00:00,Maharashtra,141.246,134.95,0,4442.27,1.04
2020-01-17 0:00:00,Gujarat,141.246,134.95,0,3924.44,0.9
2020-01-17 0:00:00,Tamil Nadu,141.246,134.95,0,3743.73,1.01
2020-01-17 0:00:00,Karnataka,141.246,134.95,0,3510.23,1.06
2020-01-17 0:00:00,Rajasthan,141.246,134.95,0,3749.26,0.93
2020-01-18 0:00:00,Maharashtra,141.316,134.95,0,3822.14,1.05
2020-01-18 0:00:00,Gujarat,141.316,134.95,0,4069.53,1.01
2020-01-18 0:00:00,Tamil Nadu,141.316,134.95,0,3555.85,1.08
2020-01-18 0:00:00,Karnataka,141.316,134.95,0,4206.84,0.93
2020-01-18 0:00:00,Rajasthan,141.316,134.95,0,3504.94,0.94
2020-01-19 0:00:00,Maharashtra,141.4,134.94,0,4025.95,1.05
2020-01-19 0:00:00,Gujarat,141.4,134.94,0,3998.58,1.05
2020-01-19 0:00:00,Tamil Nadu,141.4,134.94,0,3895.74,1
2020-01-19 0:00:00,Karnataka,141.4,134.94,0,3901.12,0.97
2020-01-19 0:00:00,Rajasthan,141.4,134.94,0,3789.08,1.06
2020-01-20 0:00:00,Maharashtra,141.47,134.93,0,4164.42,1.04
2020-01-20 0:00:00,Gujarat,141.47,134.93,0,4020.5,1
2020-01-20 0:00:00,Tamil Nadu,141.47,134.93,0,3954.77,1.08
2020-01-20 0:00:00,Karnataka,141.47,134.93,0,4076.25,0.92
2020-01-20 0:00:00,Rajasthan,141.47,134.93,0,4425.9,0.97
2020-01-21 0:00:00,Maharashtra,141.554,134.93,0,3953.93,0.97
2020-01-21 0:00:00,Gujarat,141.554,134.93,0,3709.25,1.07
2020-01-21 0:00:00,Tamil Nadu,141.554,134.93,0,3519.41,1
2020-01-21 0:00:00,Karnataka,141.554,134.93,0,4342.01,1.06
2020-01-21 0:00:00,Rajasthan,141.554,134.93,0,4403.78,1.08
2020-01-22 0:00:00,Maharashtra,141.624,134.92,0,3503.4,0.95
2020-01-22 0:00:00,Gujarat,141.624,134.92,0,3727.45,0.94
2020-01-22 0:00:00,Tamil Nadu,141.624,134.92,0,3583.41,1.1
2020-01-22 0:00:00,Karnataka,141.624,134.92,0,3847.13,0.93
2020-01-22 0:00:00,Rajasthan,141.624,134.92,0,3834.08,0.97
2020-01-23 0:00:00,Maharashtra,141.708,134.91,0,3550.01,0.95
2020-01-23 0:00:00,Gujarat,141.708,134.91,0,4358.05,0.96
2020-01-23 0:00:00,Tamil Nadu,141.708,134.91,0,4394.13,1.02
2020-01-23 0:00:00,Karnataka,141.708,134.91,0,3576.31,0.97
2020-01-23 0:00:00,Rajasthan,141.708,134.91,0,4087.56,1.03
2020-01-24 0:00:00,Maharashtra,141.778,134.9,0,3826.7,1.01
2020-01-24 0:00:00,Gujarat,141.778,134.9,0,3931.29,0.96
2020-01-24 0:00:00,Tamil Nadu,141.778,134.9,0,4433.68,1.04
2020-01-24 0:00:00,Karnataka,141.778,134.9,0,4271.63,1.02
2020-01-24 0:00:00,Rajasthan,141.778,134.9,0,3641.02,0.97
2020-01-25 0:00:00,Maharashtra,141.862,134.89,0,4286.96,0.99
2020-01-25 0:00:00,Gujarat,141.862,134.89,0,4417.39,0.92
2020-01-25 0:00:00,Tamil Nadu,141.862,134.89,0,3526.47,0.98
2020-01-25 0:00:00,Karnataka,141.862,134.89,0,3766.16,0.99
2020-01-25 0:00:00,Rajasthan,141.862,134.89,0,3966.71,1.04
2020-01-26 0:00:00,Maharashtra,141.932,134.88,0,4252.65,1.05
2020-01-26 0:00:00,Gujarat,141.932,134.88,0,3778.25,1
2020-01-26 0:00:00,Tamil Nadu,141.932,134.88,0,3976.26,0.93
2020-01-26 0:00:00,Karnataka,141.932,134.88,0,3682.93,0.98
2020-01-26 0:00:00,Rajasthan,141.932,134.88,0,4399.9,1.06
2020-01-27 0:00:00,Maharashtra,142.016,134.87,0,4261.14,0.99
2020-01-27 0:00:00,Gujarat,142.016,134.87,0,4097.15,1.05
2020-01-27 0:00:00,Tamil Nadu,142.016,134.87,0,4202.48,1.03
2020-01-27 0:00:00,Karnataka,142.016,134.87,0,3588.06,0.97
2020-01-27 0:00:00,Rajasthan,142.016,134.87,0,4289.32,1
2020-01-28 0:00:00,Maharashtra,142.086,134.86,0,4237,1.01
2020-01-28 0:00:00,Gujarat,142.086,134.86,0,4348.06,1.04
2020-01-28 0:00:00,Tamil Nadu,142.086,134.86,0,3694.07,1
2020-01-28 0:00:00,Karnataka,142.086,134.86,0,4470.15,1.01
2020-01-28 0:00:00,Rajasthan,142.086,134.86,0,4363.74,0.93
2020-01-29 0:00:00,Maharashtra,142.17,134.85,0,3912.3,1.04
2020-01-29 0:00:00,Gujarat,142.17,134.85,0,3928.67,0.95
2020-01-29 0:00:00,Tamil Nadu,142.17,134.85,0,3545.11,0.91
2020-01-29 0:00:00,Karnataka,142.17,134.85,0,4240.26,1.04
2020-01-29 0:00:00,Rajasthan,142.17,134.85,0,4152.37,0.94
2020-01-30 0:00:00,Maharashtra,142.24,134.84,0,4001.44,0.93
2020-01-30 0:00:00,Gujarat,142.24,134.84,0,4094.49,1.04
2020-01-30 0:00:00,Tamil Nadu,142.24,134.84,0,3882.43,0.95
2020-01-30 0:00:00,Karnataka,142.24,134.84,0,4019.31,1.08
2020-01-30 0:00:00,Rajasthan,142.24,134.84,0,3577.16,0.92
2020-01-31 0:00:00,Maharashtra,142.324,134.83,0,3835.59,0.91
2020-01-31 0:00:00,Gujarat,142.324,134.83,0,3651.44,0.92
2020-01-31 0:00:00,Tamil Nadu,142.324,134.83,0,3825.28,0.95
2020-01-31 0:00:00,Karnataka,142.324,134.83,0,3611.56,1.01
2020-01-31 0:00:00,Rajasthan,142.324,134.83,0,4004.24,1.08
2020-02-01 0:00:00,Maharashtra,142.394,134.82,0,3770.33,1.07
2020-02-01 0:00:00,Gujarat,142.394,134.82,0,3910.44,0.99
2020-02-01 0:00:00,Tamil Nadu,142.394,134.82,0,4450.33,1.06
2020-02-01 0:00:00,Karnataka,142.394,134.82,0,3627.71,0.97
2020-02-01 0:00:00,Rajasthan,142.394,134.82,0,4241.46,0.98
2020-02-02 0:00:00,Maharashtra,142.478,134.81,0,4300.63,0.92
2020-02-02 0:00:00,Gujarat,142.478,134.81,0,4347.97,1.01
2020-02-02 0:00:00,Tamil Nadu,142.478,134.81,0,4332.73,1.09
2020-02-02 0:00:00,Karnataka,142.478,134.81,0,4032.43,1.01
2020-02-02 0:00:00,Rajasthan,142.478,134.81,0,3681.02,0.95
2020-02-03 0:00:00,Maharashtra,142.548,134.8,0,3825.58,0.98
2020-02-03 0:00:00,Gujarat,142.548,134.8,0,3677.61,0.92
2020-02-03 0:00:00,Tamil Nadu,142.548,134.8,0,3893.31,0.97
2020-02-03 0:00:00,Karnataka,142.548,134.8,0,3577.9,1.1
2020-02-03 0:00:00,Rajasthan,142.548,134.8,0,4285.11,1.07
2020-02-04 0:00:00,Maharashtra,142.632,134.78,0,3724.32,1.01
2020-02-04 0:00:00,Gujarat,142.632,134.78,0,4031,0.95
2020-02-04 0:00:00,Tamil Nadu,142.632,134.78,0,3568.84,1.01
2020-02-04 0:00:00,Karnataka,142.632,134.78,0,3709.17,1.07
2020-02-04 0:00:00,Rajasthan,142.632,134.78,0,3588.95,1.08
2020-02-05 0:00:00,Maharashtra,142.702,134.77,0,3652.69,1.05
2020-02-05 0:00:00,Gujarat,142.702,134.77,0,3732.12,0.93
2020-02-05 0:00:00,Tamil Nadu,142.702,134.77,0,3525.06,1.06
2020-02-05 0:00:00,Karnataka,142.702,134.77,0,4346.06,1.07
2020-02-05 0:00:00,Rajasthan,142.702,134.77,0,3967.78,0.94
2020-02-06 0:00:00,Maharashtra,142.786,134.76,0,3659.58,0.94
2020-02-06 0:00:00,Gujarat,142.786,134.76,0,3773.55,1.03
2020-02-06 0:00:00,Tamil Nadu,142.786,134.76,0,3743.8,1.05
2020-02-06 0:00:00,Karnataka,142.786,134.76,0,3512.14,0.96
2020-02-06 0:00:00,Rajasthan,142.786,134.76,0,3610.58,0.93
2020-02-07 0:00:00,Maharashtra,142.856,134.74,0,3832.19,0.99
2020-02-07 0:00:00,Gujarat,142.856,134.74,0,3565.57,0.98
2020-02-07 0:00:00,Tamil Nadu,142.856,134.74,0,4349.79,0.92
2020-02-07 0:00:00,Karnataka,142.856,134.74,0,4192.48,1
2020-02-07 0:00:00,Rajasthan,142.856,134.74,0,4298.76,0.95
2020-02-08 0:00:00,Maharashtra,142.94,134.73,0,4011.65,1.08
2020-02-08 0:00:00,Gujarat,142.94,134.73,0,4079.71,0.93
2020-02-08 0:00:00,Tamil Nadu,142.94,134.73,0,4449.63,1
2020-02-08 0:00:00,Karnataka,142.94,134.73,0,4466.4,1.03
2020-02-08 0:00:00,Rajasthan,142.94,134.73,0,4439.8,0.95
2020-02-09 0:00:00,Maharashtra,143.01,134.72,0,4118.29,1.08
2020-02-09 0:00:00,Gujarat,143.01,134.72,0,3521.49,1.03
2020-02-09 0:00:00,Tamil Nadu,143.01,134.72,0,4348.75,0.94
2020-02-09 0:00:00,Karnataka,143.01,134.72,0,4148.08,0.93
2020-02-09 0:00:00,Rajasthan,143.01,134.72,0,3583.82,0.9
2020-02-10 0:00:00,Maharashtra,143.08,134.7,0,4309.43,1
2020-02-10 0:00:00,Gujarat,143.08,134.7,0,3726.57,0.9
2020-02-10 0:00:00,Tamil Nadu,143.08,134.7,0,4109.37,1.06
2020-02-10 0:00:00,Karnataka,143.08,134.7,0,3738.12,1
2020-02-10 0:00:00,Rajasthan,143.08,134.7,0,4310.73,1.02
2020-02-11 0:00:00,Maharashtra,143.164,134.69,0,4259.77,0.93
2020-02-11 0:00:00,Gujarat,143.164,134.69,0,4461.41,1.01
2020-02-11 0:00:00,Tamil Nadu,143.164,134.69,0,3959.63,0.96
2020-02-11 0:00:00,Karnataka,143.164,134.69,0,3629,1.08
2020-02-11 0:00:00,Rajasthan,143.164,134.69,0,4178.33,1.08
2020-02-12 0:00:00,Maharashtra,143.234,134.67,0,4275.78,0.94
2020-02-12 0:00:00,Gujarat,143.234,134.67,0,4148.78,1.02
2020-02-12 0:00:00,Tamil Nadu,143.234,134.67,0,3795.56,1.06
2020-02-12 0:00:00,Karnataka,143.234,134.67,0,4391.89,1
2020-02-12 0:00:00,Rajasthan,143.234,134.67,0,3593.85,1.06
2020-02-13 0:00:00,Maharashtra,143.318,134.65,0,4052.99,0.9
2020-02-13 0:00:00,Gujarat,143.318,134.65,0,3839,0.9
2020-02-13 0:00:00,Tamil Nadu,143.318,134.65,0,3625.47,0.99
2020-02-13 0:00:00,Karnataka,143.318,134.65,0,4383.08,0.94
2020-02-13 0:00:00,Rajasthan,143.318,134.65,0,3840.01,0.92
2020-02-14 0:00:00,Maharashtra,143.388,134.64,0,4166.02,0.91
2020-02-14 0:00:00,Gujarat,143.388,134.64,0,3831.19,1
2020-02-14 0:00:00,Tamil Nadu,143.388,134.64,0,4049.62,0.95
2020-02-14 0:00:00,Karnataka,143.388,134.64,0,4081.84,1.08
2020-02-14 0:00:00,Rajasthan,143.388,134.64,0,3781.98,0.96
2020-02-15 0:00:00,Maharashtra,143.458,134.62,0,3864.97,0.9
2020-02-15 0:00:00,Gujarat,143.458,134.62,0,4135.79,1.04
2020-02-15 0:00:00,Tamil Nadu,143.458,134.62,0,3941.39,0.96
2020-02-15 0:00:00,Karnataka,143.458,134.62,0,4365.93,0.94
2020-02-15 0:00:00,Rajasthan,143.458,134.62,0,3601.92,1.06
2020-02-16 0:00:00,Maharashtra,143.542,134.6,0,3561.23,0.91
2020-02-16 0:00:00,Gujarat,143.542,134.6,0,3739.28,0.99
2020-02-16 0:00:00,Tamil Nadu,143.542,134.6,0,4320.83,0.97
2020-02-16 0:00:00,Karnataka,143.542,134.6,0,4124.79,0.9
2020-02-16 0:00:00,Rajasthan,143.542,134.6,0,3778.25,1.06
2020-02-17 0:00:00,Maharashtra,143.612,134.59,0,4161.03,1.02
2020-02-17 0:00:00,Gujarat,143.612,134.59,0,4467.29,1.07
2020-02-17 0:00:00,Tamil Nadu,143.612,134.59,0,3996.49,1.04
2020-02-17 0:00:00,Karnataka,143.612,134.59,0,3932.63,1.07
2020-02-17 0:00:00,Rajasthan,143.612,134.59,0,3802.07,1
2020-02-18 0:00:00,Maharashtra,143.696,134.57,0,4470.31,1.05
2020-02-18 0:00:00,Gujarat,143.696,134.57,0,3538.89,0.98
2020-02-18 0:00:00,Tamil Nadu,143.696,134.57,0,4263.92,0.96
2020-02-18 0:00:00,Karnataka,143.696,134.57,0,4206.68,1.06
2020-02-18 0:00:00,Rajasthan,143.696,134.57,0,4215.01,0.98
2020-02-19 0:00:00,Maharashtra,143.766,134.55,0,4266.12,1.03
2020-02-19 0:00:00,Gujarat,143.766,134.55,0,4299.5,1.06
2020-02-19 0:00:00,Tamil Nadu,143.766,134.55,0,4339.41,1.01
2020-02-19 0:00:00,Karnataka,143.766,134.55,0,3510.99,0.99
2020-02-19 0:00:00,Rajasthan,143.766,134.55,0,3671.02,0.94
2020-02-20 0:00:00,Maharashtra,143.836,134.53,0,3526.8,0.99
2020-02-20 0:00:00,Gujarat,143.836,134.53,0,4202.68,0.99
2020-02-20 0:00:00,Tamil Nadu,143.836,134.53,0,4175.54,0.96
2020-02-20 0:00:00,Karnataka,143.836,134.53,0,3909.33,1.03
2020-02-20 0:00:00,Rajasthan,143.836,134.53,0,4167.88,1.04
2020-02-21 0:00:00,Maharashtra,143.92,134.51,0,3874.61,0.97
2020-02-21 0:00:00,Gujarat,143.92,134.51,0,4337.27,1.04
2020-02-21 0:00:00,Tamil Nadu,143.92,134.51,0,3606.56,1.01
2020-02-21 0:00:00,Karnataka,143.92,134.51,0,3883.03,1.09
2020-02-21 0:00:00,Rajasthan,143.92,134.51,0,3514.56,0.92
2020-02-22 0:00:00,Maharashtra,143.99,134.5,0,4183.04,1.06
2020-02-22 0:00:00,Gujarat,143.99,134.5,0,3668.52,1.02
2020-02-22 0:00:00,Tamil Nadu,143.99,134.5,0,4316.77,0.98
2020-02-22 0:00:00,Karnataka,143.99,134.5,0,3726.53,1.09
2020-02-22 0:00:00,Rajasthan,143.99,134.5,0,4362.78,0.96
2020-02-23 0:00:00,Maharashtra,144.06,134.48,0,3935.39,1.04
2020-02-23 0:00:00,Gujarat,144.06,134.48,0,3852.67,1.02
2020-02-23 0:00:00,Tamil Nadu,144.06,134.48,0,4170.74,0.93
2020-02-23 0:00:00,Karnataka,144.06,134.48,0,4413,1.08
2020-02-23 0:00:00,Rajasthan,144.06,134.48,0,4167.52,0.92
2020-02-24 0:00:00,Maharashtra,144.144,134.46,0,3979.85,1.07
2020-02-24 0:00:00,Gujarat,144.144,134.46,0,3987.29,0.95
2020-02-24 0:00:00,Tamil Nadu,144.144,134.46,0,4134.2,1.08
2020-02-24 0:00:00,Karnataka,144.144,134.46,0,4442.23,1.08
2020-02-24 0:00:00,Rajasthan,144.144,134.46,0,3684.12,1.02
2020-02-25 0:00:00,Maharashtra,144.214,134.44,0,4300.74,0.9
2020-02-25 0:00:00,Gujarat,144.214,134.44,0,3646.82,0.98
2020-02-25 0:00:00,Tamil Nadu,144.214,134.44,0,3502.5,1.09
2020-02-25 0:00:00,Karnataka,144.214,134.44,0,4175.88,1.02
2020-02-25 0:00:00,Rajasthan,144.214,134.44,0,4136.47,0.96
2020-02-26 0:00:00,Maharashtra,144.284,134.42,0,4281.65,0.97
2020-02-26 0:00:00,Gujarat,144.284,134.42,0,3783.7,1.01
2020-02-26 0:00:00,Tamil Nadu,144.284,134.42,0,4024.27,0.96
2020-02-26 0:00:00,Karnataka,144.284,134.42,0,3552.9,0.93
2020-02-26 0:00:00,Rajasthan,144.284,134.42,0,3704.91,1.07
2020-02-27 0:00:00,Maharashtra,144.354,134.39,0,4477.2,1.1
2020-02-27 0:00:00,Gujarat,144.354,134.39,0,4427.33,0.93
2020-02-27 0:00:00,Tamil Nadu,144.354,134.39,0,3721.06,0.91
2020-02-27 0:00:00,Karnataka,144.354,134.39,0,3927.23,1.08
2020-02-27 0:00:00,Rajasthan,144.354,134.39,0,4438.39,0.94
2020-02-28 0:00:00,Maharashtra,144.438,134.37,0,4023.9,0.98
2020-02-28 0:00:00,Gujarat,144.438,134.37,0,4401.18,0.92
2020-02-28 0:00:00,Tamil Nadu,144.438,134.37,0,4048.06,0.98
2020-02-28 0:00:00,Karnataka,144.438,134.37,0,4221.65,1.09
2020-02-28 0:00:00,Rajasthan,144.438,134.37,0,3885.65,0.97
2020-02-29 0:00:00,Maharashtra,144.508,134.35,0,3555.13,1.02
2020-02-29 0:00:00,Gujarat,144.508,134.35,0,3737.85,1.09
2020-02-29 0:00:00,Tamil Nadu,144.508,134.35,0,3601.45,0.99
2020-02-29 0:00:00,Karnataka,144.508,134.35,0,3899.03,0.97
2020-02-29 0:00:00,Rajasthan,144.508,134.35,0,3542.44,0.9
2020-03-01 0:00:00,Maharashtra,144.578,134.33,0,3564.4,0.97
2020-03-01 0:00:00,Gujarat,144.578,134.33,0,3660.31,1.08
2020-03-01 0:00:00,Tamil Nadu,144.578,134.33,0,3548.18,0.98
2020-03-01 0:00:00,Karnataka,144.578,134.33,0,4317.97,1.04
2020-03-01 0:00:00,Rajasthan,144.578,134.33,0,3949.46,0.91
2020-03-02 0:00:00,Maharashtra,144.648,134.31,0,3892.12,1.03
2020-03-02 0:00:00,Gujarat,144.648,134.31,0,3624.88,1.1
2020-03-02 0:00:00,Tamil Nadu,144.648,134.31,0,3589.02,0.92
2020-03-02 0:00:00,Karnataka,144.648,134.31,0,3816.11,1.01
2020-03-02 0:00:00,Rajasthan,144.648,134.31,0,4237.07,0.92
2020-03-03 0:00:00,Maharashtra,144.732,134.29,0,4486.66,1
2020-03-03 0:00:00,Gujarat,144.732,134.29,0,4484.69,1.01
2020-03-03 0:00:00,Tamil Nadu,144.732,134.29,0,3575.86,1.06
2020-03-03 0:00:00,Karnataka,144.732,134.29,0,3861.55,0.93
2020-03-03 0:00:00,Rajasthan,144.732,134.29,0,3618.35,0.97
2020-03-04 0:00:00,Maharashtra,144.802,134.26,0,4436.16,1.02
2020-03-04 0:00:00,Gujarat,144.802,134.26,0,3999.15,1.01
2020-03-04 0:00:00,Tamil Nadu,144.802,134.26,0,4362.26,0.97
2020-03-04 0:00:00,Karnataka,144.802,134.26,0,3934.93,0.98
2020-03-04 0:00:00,Rajasthan,144.802,134.26,0,4432.48,0.99
2020-03-05 0:00:00,Maharashtra,144.872,134.24,0,4001.76,1.05
2020-03-05 0:00:00,Gujarat,144.872,134.24,0,4153.02,1.04
2020-03-05 0:00:00,Tamil Nadu,144.872,134.24,0,4169.01,1.07
2020-03-05 0:00:00,Karnataka,144.872,134.24,0,3554.17,0.99
2020-03-05 0:00:00,Rajasthan,144.872,134.24,0,3532.63,0.94
2020-03-06 0:00:00,Maharashtra,144.942,134.21,0,4131.07,0.91
2020-03-06 0:00:00,Gujarat,144.942,134.21,0,3751.34,1
2020-03-06 0:00:00,Tamil Nadu,144.942,134.21,0,3755.73,1.05
2020-03-06 0:00:00,Karnataka,144.942,134.21,0,4427.91,1.01
2020-03-06 0:00:00,Rajasthan,144.942,134.21,0,4436.62,1.02
2020-03-07 0:00:00,Maharashtra,145.026,134.19,0,4202.68,0.94
2020-03-07 0:00:00,Gujarat,145.026,134.19,0,4280.25,0.97
2020-03-07 0:00:00,Tamil Nadu,145.026,134.19,0,4166.22,1.01
2020-03-07 0:00:00,Karnataka,145.026,134.19,0,3760.11,1.02
2020-03-07 0:00:00,Rajasthan,145.026,134.19,0,3634.74,1.1
2020-03-08 0:00:00,Maharashtra,145.096,134.17,0,3804.61,0.92
2020-03-08 0:00:00,Gujarat,145.096,134.17,0,4408.59,1.01
2020-03-08 0:00:00,Tamil Nadu,145.096,134.17,0,3700.22,0.96
2020-03-08 0:00:00,Karnataka,145.096,134.17,0,3930.65,1.06
2020-03-08 0:00:00,Rajasthan,145.096,134.17,0,4151.72,1.01
2020-03-09 0:00:00,Maharashtra,145.166,134.14,0,3808.38,0.97
2020-03-09 0:00:00,Gujarat,145.166,134.14,0,3668.05,1.02
2020-03-09 0:00:00,Tamil Nadu,145.166,134.14,0,3702.71,0.96
2020-03-09 0:00:00,Karnataka,145.166,134.14,0,3525.72,0.99
2020-03-09 0:00:00,Rajasthan,145.166,134.14,0,4263.47,1
2020-03-10 0:00:00,Maharashtra,145.236,134.12,0,4440.1,0.92
2020-03-10 0:00:00,Gujarat,145.236,134.12,0,4127.06,0.98
2020-03-10 0:00:00,Tamil Nadu,145.236,134.12,0,4007.34,0.97
2020-03-10 0:00:00,Karnataka,145.236,134.12,0,3550.69,1
2020-03-10 0:00:00,Rajasthan,145.236,134.12,0,4125.89,1.07
2020-03-11 0:00:00,Maharashtra,145.306,134.09,0,4032.7,0.91
2020-03-11 0:00:00,Gujarat,145.306,134.09,0,4106.19,0.94
2020-03-11 0:00:00,Tamil Nadu,145.306,134.09,0,4456.76,1.01
2020-03-11 0:00:00,Karnataka,145.306,134.09,0,3709.86,1.09
2020-03-11 0:00:00,Rajasthan,145.306,134.09,0,3705.03,1.04
2020-03-12 0:00:00,Maharashtra,145.376,134.06,0,4171.92,1
2020-03-12 0:00:00,Gujarat,145.376,134.06,0,3877.34,0.96
2020-03-12 0:00:00,Tamil Nadu,145.376,134.06,0,3704.3,0.93
2020-03-12 0:00:00,Karnataka,145.376,134.06,0,3610.69,0.96
