Date,State,Revenue,Fuel_Cost,Carbon_Cost,EBITDA,Debt_Outstanding,Interest_Rate,DSCR
2020-01-18 0:00:00,Maharashtra,109474502.8,74457305.5,6712759.23,28304438.07,800000000,0.08,161.42
2020-01-18 0:00:00,Gujarat,126282750.5,57557357.11,11363300.97,57362092.43,700000000,0.08,373.88
2020-01-18 0:00:00,Tamil Nadu,144953619,86533108.05,6436290.83,51984220.12,750000000,0.08,316.24
2020-01-18 0:00:00,Karnataka,139115661.1,53216304.69,9290405.12,76608951.28,600000000,0.08,582.55
2020-01-18 0:00:00,Rajasthan,122642389.1,67454738.61,7280310.89,47907339.62,500000000,0.08,437.15
2020-01-19 0:00:00,Maharashtra,107472070.8,59349294.21,9284397.85,38838378.7,800000000,0.08,221.5
2020-01-19 0:00:00,Gujarat,128727241.2,87720487.13,10486746.46,30520007.65,700000000,0.08,198.93
2020-01-19 0:00:00,Tamil Nadu,131440703,66580369.38,6012720.02,58847613.56,750000000,0.08,357.99
2020-01-19 0:00:00,Karnataka,148325868.4,66638840.8,11535714.64,70151312.97,600000000,0.08,533.44
2020-01-19 0:00:00,Rajasthan,121376701.1,83765996.77,10924760.47,26685943.84,500000000,0.08,243.51
2020-01-20 0:00:00,Maharashtra,120180067.3,50098109.69,9130553.79,60951403.79,800000000,0.08,347.61
2020-01-20 0:00:00,Gujarat,139115169.5,62705055.04,6406113.23,70004001.24,700000000,0.08,456.28
2020-01-20 0:00:00,Tamil Nadu,118750288.8,87732124.37,8756040.03,22262124.39,750000000,0.08,135.43
2020-01-20 0:00:00,Karnataka,122644712.3,55117184.9,8707556.59,58819970.85,600000000,0.08,447.28
2020-01-20 0:00:00,Rajasthan,140948250.6,82136994.8,11990992.54,46820263.24,500000000,0.08,427.23
2020-01-21 0:00:00,Maharashtra,136311083.5,50942082.47,6437617.62,78931383.41,800000000,0.08,450.16
2020-01-21 0:00:00,Gujarat,102009452.1,51086300.02,11402922.82,39520229.21,700000000,0.08,257.59
2020-01-21 0:00:00,Tamil Nadu,143886414.9,50418511.17,6281614.53,87186289.16,750000000,0.08,530.38
2020-01-21 0:00:00,Karnataka,132699078.9,76466031.33,6295890.8,49937156.74,600000000,0.08,379.73
2020-01-21 0:00:00,Rajasthan,130289135,57506575.87,9184656.2,63597902.91,500000000,0.08,580.33
2020-01-22 0:00:00,Maharashtra,114292884.2,51142436.71,10894892.33,52255555.14,800000000,0.08,298.02
2020-01-22 0:00:00,Gujarat,139715717.8,77028628.37,9643925.98,53043163.41,700000000,0.08,345.73
2020-01-22 0:00:00,Tamil Nadu,128922942.4,80202534.55,6156246.91,42564160.9,750000000,0.08,258.93
2020-01-22 0:00:00,Karnataka,143537551,88790209.51,6763271.6,47984069.87,600000000,0.08,364.88
2020-01-22 0:00:00,Rajasthan,141170690.5,86684663.25,7069800,47416227.21,500000000,0.08,432.67
2020-01-23 0:00:00,Maharashtra,134116297.2,64695959.35,7801633.5,61618704.36,800000000,0.08,351.42
2020-01-23 0:00:00,Gujarat,109966510.7,68394483.92,7254231.19,34317795.57,700000000,0.08,223.68
2020-01-23 0:00:00,Tamil Nadu,118428758.4,83463358.43,10507041.32,24458358.67,750000000,0.08,148.79
2020-01-23 0:00:00,Karnataka,107452151.7,85482680.29,11696289.44,10273182,600000000,0.08,78.12
2020-01-23 0:00:00,Rajasthan,102172187.4,64497591.83,6202289.94,31472305.6,500000000,0.08,287.18
2020-01-24 0:00:00,Maharashtra,119716056.5,73487802.92,9287860.64,36940392.95,800000000,0.08,210.68
2020-01-24 0:00:00,Gujarat,104681993,65686890.83,8052674.66,30942427.49,700000000,0.08,201.68
2020-01-24 0:00:00,Tamil Nadu,132908535.5,76646488.91,8153755.78,48108290.82,750000000,0.08,292.66
2020-01-24 0:00:00,Karnataka,148321046,58297653.44,11085508.66,78937883.85,600000000,0.08,600.26
2020-01-24 0:00:00,Rajasthan,139714361.3,77382552.68,6790609.09,55541199.55,500000000,0.08,506.81
2020-01-25 0:00:00,Maharashtra,141981454.6,84700358.2,11523251.1,45757845.33,800000000,0.08,260.96
2020-01-25 0:00:00,Gujarat,149973069.7,68872038.65,11087512.83,70013518.24,700000000,0.08,456.34
2020-01-25 0:00:00,Tamil Nadu,125598401.5,51049379.97,9670957.45,64878064.1,750000000,0.08,394.67
2020-01-25 0:00:00,Karnataka,108503680.4,51399458.63,8083514.73,49020707.08,600000000,0.08,372.76
2020-01-25 0:00:00,Rajasthan,145249731.5,65971115.15,11260064.33,68018552.07,500000000,0.08,620.67
2020-01-26 0:00:00,Maharashtra,148423698.1,72230056,10083557.2,66110084.94,800000000,0.08,377.03
2020-01-26 0:00:00,Gujarat,121286264.5,67145587.14,9599895.63,44540781.7,700000000,0.08,290.31
2020-01-26 0:00:00,Tamil Nadu,128487366.3,87522524.71,7228627.66,33736213.9,750000000,0.08,205.23
2020-01-26 0:00:00,Karnataka,112244652.4,65700341.63,8099170.21,38445140.52,600000000,0.08,292.34
2020-01-26 0:00:00,Rajasthan,150147706.6,73782669.19,7890820.81,68474216.6,500000000,0.08,624.83
2020-01-27 0:00:00,Maharashtra,126248565,86824244.61,9960761.2,29463559.24,800000000,0.08,168.03
2020-01-27 0:00:00,Gujarat,136702539.1,66546511.46,10708512.59,59447515.01,700000000,0.08,387.47
2020-01-27 0:00:00,Tamil Nadu,158439939.4,66567121.94,6550084.38,85322733.03,750000000,0.08,519.05
2020-01-27 0:00:00,Karnataka,138589958.3,79793304.95,11265596.44,47531056.87,600000000,0.08,361.43
2020-01-27 0:00:00,Rajasthan,138986086,89181502.59,6186258.14,43618325.27,500000000,0.08,398.02
2020-01-28 0:00:00,Maharashtra,130804613.3,85098657.5,6915061.62,38790894.12,800000000,0.08,221.23
2020-01-28 0:00:00,Gujarat,141450871.1,55727111.32,10590275.25,75133484.58,700000000,0.08,489.71
2020-01-28 0:00:00,Tamil Nadu,105821084.9,88454871.1,6731216.31,10634997.51,750000000,0.08,64.7
2020-01-28 0:00:00,Karnataka,116131200.5,58591695.96,8108805.28,49430699.21,600000000,0.08,375.88
2020-01-28 0:00:00,Rajasthan,149790919.3,66619295.17,10491460.34,72680163.74,500000000,0.08,663.21
2020-01-29 0:00:00,Maharashtra,144626939.6,61060259.75,9443464.19,74123215.6,800000000,0.08,422.73
2020-01-29 0:00:00,Gujarat,139935270.3,82496084.56,8997742.28,48441443.41,700000000,0.08,315.73
2020-01-29 0:00:00,Tamil Nadu,153281224.9,55477666.71,7606757.9,90196800.28,750000000,0.08,548.7
2020-01-29 0:00:00,Karnataka,146885463.1,88160203.81,7509840.67,51215418.61,600000000,0.08,389.45
2020-01-29 0:00:00,Rajasthan,130623295.8,87852751.83,6898979.48,35871564.45,500000000,0.08,327.33
2020-01-30 0:00:00,Maharashtra,113892552,89088157.13,9064724.58,15739670.31,800000000,0.08,89.77
2020-01-30 0:00:00,Gujarat,101984689.5,61315179.58,11476309.76,29193200.14,700000000,0.08,190.28
2020-01-30 0:00:00,Tamil Nadu,158543657.4,86517483.02,6617140.28,65409034.1,750000000,0.08,397.9
2020-01-30 0:00:00,Karnataka,122539437.4,73915515.31,11238972.79,37384949.33,600000000,0.08,284.28
2020-01-30 0:00:00,Rajasthan,141092141.8,56701950.34,7033015.07,77357176.34,500000000,0.08,705.88
2020-01-31 0:00:00,Maharashtra,122740723.4,52852005.94,7650054.95,62238662.48,800000000,0.08,354.95
2020-01-31 0:00:00,Gujarat,103838322.5,53550299.78,10450044.89,39837977.85,700000000,0.08,259.66
2020-01-31 0:00:00,Tamil Nadu,141272259.5,88939695.82,9366208.61,42966355.1,750000000,0.08,261.38
2020-01-31 0:00:00,Karnataka,129981351.9,71967585.71,9786635.97,48227130.18,600000000,0.08,366.73
2020-01-31 0:00:00,Rajasthan,141695371.1,59797113.39,7973428.22,73924829.5,500000000,0.08,674.56
2020-02-01 0:00:00,Maharashtra,103801924.6,68349409.82,11054191.99,24398322.81,800000000,0.08,139.15
2020-02-01 0:00:00,Gujarat,144986664.8,85702098.39,11091854.73,48192711.72,700000000,0.08,314.11
2020-02-01 0:00:00,Tamil Nadu,153280596,71691515.01,7715583.22,73873497.8,750000000,0.08,449.4
2020-02-01 0:00:00,Karnataka,137738484.1,64562158.2,9768886.78,63407439.09,600000000,0.08,482.16
2020-02-01 0:00:00,Rajasthan,157154072,72530502.74,9882313.97,74741255.32,500000000,0.08,682.01
2020-02-02 0:00:00,Maharashtra,127698071.1,72620185.54,6858646.6,48219238.92,800000000,0.08,275
2020-02-02 0:00:00,Gujarat,122146703.8,59983248.65,8714539.06,53448916.13,700000000,0.08,348.37
2020-02-02 0:00:00,Tamil Nadu,103861044.7,87174047.21,9206044.79,7480952.69,750000000,0.08,45.51
2020-02-02 0:00:00,Karnataka,159881587.3,87743326.73,10001212.29,62137048.32,600000000,0.08,472.5
2020-02-02 0:00:00,Rajasthan,105739995.7,51181376.68,10307748.43,44250870.57,500000000,0.08,403.79
2020-02-03 0:00:00,Maharashtra,138756093.6,68228822.83,8745784.42,61781486.39,800000000,0.08,352.35
2020-02-03 0:00:00,Gujarat,103102514.1,64637492.95,11559642.24,26905378.87,700000000,0.08,175.37
2020-02-03 0:00:00,Tamil Nadu,132157247.8,59779731.9,10360371.82,62017144.11,750000000,0.08,377.27
2020-02-03 0:00:00,Karnataka,153253968.6,52517061.98,6425809.33,94311097.26,600000000,0.08,717.16
2020-02-03 0:00:00,Rajasthan,129628672.5,56931937.15,9719842.39,62976892.99,500000000,0.08,574.66
2020-02-04 0:00:00,Maharashtra,114810103.2,83245038.28,7297532.8,24267532.11,800000000,0.08,138.4
2020-02-04 0:00:00,Gujarat,124283211.7,77801449.5,11794150.59,34687611.56,700000000,0.08,226.09
2020-02-04 0:00:00,Tamil Nadu,103460129.1,58616133.78,8280046.79,36563948.49,750000000,0.08,222.43
2020-02-04 0:00:00,Karnataka,153963843.7,57945413.46,9388406.38,86630023.8,600000000,0.08,658.75
2020-02-04 0:00:00,Rajasthan,118807894,55865462.13,9851281.76,53091150.09,500000000,0.08,484.46
2020-02-05 0:00:00,Maharashtra,118172133.7,55427406.26,9218910.78,53525816.61,800000000,0.08,305.26
2020-02-05 0:00:00,Gujarat,108393306.9,77800231.53,7313035.43,23280039.99,700000000,0.08,151.74
2020-02-05 0:00:00,Tamil Nadu,151227860.4,62315844.07,7620039.2,81291977.13,750000000,0.08,494.53
2020-02-05 0:00:00,Karnataka,140088891.6,83559698.06,10591990.76,45937202.78,600000000,0.08,349.31
2020-02-05 0:00:00,Rajasthan,116671214.1,66352786.85,11305056.73,39013370.56,500000000,0.08,356
2020-02-06 0:00:00,Maharashtra,136734605.6,68632086.65,11795025.98,56307492.93,800000000,0.08,321.13
2020-02-06 0:00:00,Gujarat,144813108.5,84706153.03,6852843.42,53254112.05,700000000,0.08,347.1
2020-02-06 0:00:00,Tamil Nadu,126425721.7,58358578.92,6946502.1,61120640.69,750000000,0.08,371.82
2020-02-06 0:00:00,Karnataka,137842061.4,51453814.77,7752376.17,78635870.43,600000000,0.08,597.96
2020-02-06 0:00:00,Rajasthan,136868707.3,82587724.33,7891697.19,46389285.78,500000000,0.08,423.3
2020-02-07 0:00:00,Maharashtra,114454124.9,80214481.84,9816114.21,24423528.86,800000000,0.08,139.29
2020-02-07 0:00:00,Gujarat,103107348.8,64045506.16,11419934.45,27641908.18,700000000,0.08,180.17
2020-02-07 0:00:00,Tamil Nadu,106948246.9,81300413.16,10887803.47,14760030.24,750000000,0.08,89.79
2020-02-07 0:00:00,Karnataka,141893319.7,82060429.08,10386554.61,49446335.99,600000000,0.08,376
2020-02-07 0:00:00,Rajasthan,112792905.7,70348228.83,7140324.71,35304352.2,500000000,0.08,322.15
2020-02-08 0:00:00,Maharashtra,134264414.4,82188482.52,9317228.72,42758703.14,800000000,0.08,243.86
2020-02-08 0:00:00,Gujarat,126666422.2,54887576.2,8657121.33,63121724.68,700000000,0.08,411.42
2020-02-08 0:00:00,Tamil Nadu,151943389.1,65594846.6,11998462.1,74350080.37,750000000,0.08,452.3
2020-02-08 0:00:00,Karnataka,116303976.4,79715680.27,7574397.37,29013898.76,600000000,0.08,220.63
2020-02-08 0:00:00,Rajasthan,100158238.6,78930505.19,10981407.64,10246325.73,500000000,0.08,93.5
2020-02-09 0:00:00,Maharashtra,152350044.9,82672453.16,10570905.21,59106686.57,800000000,0.08,337.09
2020-02-09 0:00:00,Gujarat,115575029.6,85924607.67,10653298.9,18997123.07,700000000,0.08,123.82
2020-02-09 0:00:00,Tamil Nadu,112642860.9,62365573.97,10309175.69,39968111.29,750000000,0.08,243.14
2020-02-09 0:00:00,Karnataka,114584070.5,53028698.07,11420424.3,50134948.17,600000000,0.08,381.23
2020-02-09 0:00:00,Rajasthan,157003571.3,67112825.86,11858358.4,78032387.03,500000000,0.08,712.05
2020-02-10 0:00:00,Maharashtra,141310761.2,71265201.51,9939046.2,60106513.5,800000000,0.08,342.79
2020-02-10 0:00:00,Gujarat,105875535.7,53045830.99,7129528.03,45700176.65,700000000,0.08,297.87
2020-02-10 0:00:00,Tamil Nadu,119604245.7,84561629.97,9704052.95,25338562.72,750000000,0.08,154.14
2020-02-10 0:00:00,Karnataka,118193307.3,83123721.97,6692640.38,28376944.96,600000000,0.08,215.78
2020-02-10 0:00:00,Rajasthan,102184419.8,51813992.45,10263057.57,40107369.79,500000000,0.08,365.98
2020-02-11 0:00:00,Maharashtra,119121294.1,89679913.22,10695099.06,18746281.84,800000000,0.08,106.91
2020-02-11 0:00:00,Gujarat,126039905,80014446.91,8614392.33,37411065.78,700000000,0.08,243.84
2020-02-11 0:00:00,Tamil Nadu,126598288.2,57532041.9,8577878.15,60488368.12,750000000,0.08,367.97
2020-02-11 0:00:00,Karnataka,125328821.4,76258013.48,9637354.72,39433453.21,600000000,0.08,299.86
2020-02-11 0:00:00,Rajasthan,158213539.2,62830392.48,10548321.88,84834824.85,500000000,0.08,774.12
2020-02-12 0:00:00,Maharashtra,108778038.2,81241892.06,8476056.8,19060089.37,800000000,0.08,108.7
2020-02-12 0:00:00,Gujarat,109790256.7,89658148.64,9674757.41,10457350.66,700000000,0.08,68.16
2020-02-12 0:00:00,Tamil Nadu,133551655.5,52475760.93,7493413.35,73582481.17,750000000,0.08,447.63
2020-02-12 0:00:00,Karnataka,120890749.2,81421108.53,8871890.84,30597749.85,600000000,0.08,232.67
2020-02-12 0:00:00,Rajasthan,153233765.3,64854701.73,9752153.74,78626909.85,500000000,0.08,717.47
2020-02-13 0:00:00,Maharashtra,140419869.5,65086509.84,9665176.74,65668182.88,800000000,0.08,374.51
2020-02-13 0:00:00,Gujarat,115931392.6,72472237.71,9219333.88,34239821.06,700000000,0.08,223.17
2020-02-13 0:00:00,Tamil Nadu,110190200,68033211.74,8228748.84,33928239.41,750000000,0.08,206.4
2020-02-13 0:00:00,Karnataka,139386845.9,66285550.6,9259003.11,63842292.23,600000000,0.08,485.47
2020-02-13 0:00:00,Rajasthan,126714376.9,81118327.45,10050422.43,35545627.03,500000000,0.08,324.35
2020-02-14 0:00:00,Maharashtra,105540732.6,75401976.77,8777500.92,21361254.92,800000000,0.08,121.83
2020-02-14 0:00:00,Gujarat,104681261.5,66285970.57,11276878.07,27118412.9,700000000,0.08,176.75
2020-02-14 0:00:00,Tamil Nadu,157467308.8,86716191.72,6131336.11,64619781.01,750000000,0.08,393.1
2020-02-14 0:00:00,Karnataka,135993460.5,53391092.92,11426597.72,71175769.9,600000000,0.08,541.23
2020-02-14 0:00:00,Rajasthan,144335431,51602644.96,10332239.36,82400546.69,500000000,0.08,751.9
2020-02-15 0:00:00,Maharashtra,105660131.8,86848515.99,9819133.68,8992482.09,800000000,0.08,51.29
2020-02-15 0:00:00,Gujarat,111931017.4,58294307.53,11776535.44,41860174.46,700000000,0.08,272.84
2020-02-15 0:00:00,Tamil Nadu,149465318.1,61292075.25,10254119.21,77919123.68,750000000,0.08,474.01
2020-02-15 0:00:00,Karnataka,146049224,76048705.87,10163392.92,59837125.2,600000000,0.08,455.01
2020-02-15 0:00:00,Rajasthan,117856196.6,67548950.01,11196725.44,39110521.12,500000000,0.08,356.88
2020-02-16 0:00:00,Maharashtra,106971805.5,80641219.74,8807853.61,17522732.15,800000000,0.08,99.93
2020-02-16 0:00:00,Gujarat,128540798.6,83892109.16,11191085.09,33457604.32,700000000,0.08,218.07
2020-02-16 0:00:00,Tamil Nadu,125718294.8,57178736.44,6535159.29,62004399.11,750000000,0.08,377.19
2020-02-16 0:00:00,Karnataka,111873797.5,82653055.11,10761154.09,18459588.31,600000000,0.08,140.37
2020-02-16 0:00:00,Rajasthan,137611946,83295796.54,8081923.43,46234226,500000000,0.08,421.89
2020-02-17 0:00:00,Maharashtra,112595743.7,62146543.38,11780141.18,38669059.18,800000000,0.08,220.53
2020-02-17 0:00:00,Gujarat,104121692.4,85216260.94,6099680.89,12805750.59,700000000,0.08,83.47
2020-02-17 0:00:00,Tamil Nadu,132951960.6,67738596.14,9180741.66,56032622.81,750000000,0.08,340.87
2020-02-17 0:00:00,Karnataka,105386943.9,53424671.19,8197202.76,43765069.92,600000000,0.08,332.8
2020-02-17 0:00:00,Rajasthan,117601456.5,61948561.68,11440782.35,44212112.45,500000000,0.08,403.44
2020-02-18 0:00:00,Maharashtra,140191551.1,72384223.12,9898138.44,57909189.55,800000000,0.08,330.26
2020-02-18 0:00:00,Gujarat,135647717.4,60630965.93,11464627.5,63552123.97,700000000,0.08,414.22
2020-02-18 0:00:00,Tamil Nadu,132303680.2,67378322.32,10900867.94,54024489.91,750000000,0.08,328.65
2020-02-18 0:00:00,Karnataka,121451589.2,60488795.93,11620592.68,49342200.6,600000000,0.08,375.21
2020-02-18 0:00:00,Rajasthan,151149898.4,68738703.43,7139104.86,75272090.15,500000000,0.08,686.86
2020-02-19 0:00:00,Maharashtra,143282797.4,72303194.91,9272011.32,61707591.15,800000000,0.08,351.93
2020-02-19 0:00:00,Gujarat,114640432.7,68672528.28,8111040.47,37856863.96,700000000,0.08,246.75
2020-02-19 0:00:00,Tamil Nadu,157500679.3,77045319.64,10965337.28,69490022.39,750000000,0.08,422.73
2020-02-19 0:00:00,Karnataka,105049098.6,82881213.97,9017660.68,13150223.99,600000000,0.08,100
